zipcode,category,sale.dollars,sale.volume
52317,Amaretto,2567,196
52317,Schnapps,28946,1973
52166,Rum,13598,857
52166,Whisky,25989,1736
52166,Gin,628,64
52166,Vodka,9526,810
52166,Misc,4357,214
52166,Brandy,1170,103
52166,Tequila,1414,83
52166,Schnapps,6106,496
52166,Distilled Spirits,6,0
52166,Amaretto,262,39
51034,Vodka,36655,3600
51034,Whisky,100936,6650
51034,Misc,18027,1280
51034,Rum,40528,2807
51034,Schnapps,16177,1123
51034,Tequila,8990,562
51034,Distilled Spirits,1537,80
51034,Gin,1692,160
51034,Brandy,2261,214
51034,Amaretto,2860,280
52342,Vodka,88731,9220
52342,Misc,39647,2295
52342,Brandy,20924,1671
52342,Whisky,177503,11666
52342,Amaretto,1167,142
52342,Tequila,28604,1855
52342,Rum,60819,4386
52342,Schnapps,29229,2830
52342,Distilled Spirits,1484,89
52342,Gin,6866,620
50201,Misc,24861,1528
50201,Whisky,174930,12641
50201,Brandy,11373,702
50201,Rum,65772,5210
50201,Tequila,16773,1126
50201,Gin,7492,694
50201,Vodka,90678,9400
50201,Amaretto,2599,343
50201,Schnapps,11606,874
50201,Distilled Spirits,1758,103
52211,Vodka,18918,1811
52211,Misc,4737,301
52211,Whisky,46750,2993
52211,Gin,1865,227
52211,Rum,21070,1538
52211,Brandy,2078,189
52211,Tequila,4753,288
52211,Amaretto,653,59
52211,Schnapps,11222,895
52211,Distilled Spirits,20,1
50247,Misc,2879,206
50247,Whisky,22157,1657
50247,Gin,674,58
50247,Vodka,12834,1435
50247,Rum,7577,654
50247,Brandy,1085,93
50247,Tequila,2020,131
50247,Schnapps,1676,148
50247,Amaretto,338,51
50247,Distilled Spirits,315,15
52042,Misc,2265,144
52042,Whisky,21925,1759
52042,Gin,729,82
52042,Vodka,5921,690
52042,Rum,6838,478
52042,Brandy,272,27
52042,Tequila,667,52
52042,Schnapps,4501,334
52042,Amaretto,75,12
50585,Misc,5073,264
50585,Whisky,41094,3212
50585,Gin,1136,110
50585,Vodka,15166,1756
50585,Rum,10813,762
50585,Brandy,2266,230
50585,Tequila,2194,126
50585,Amaretto,230,37
50585,Schnapps,5812,537
50585,Distilled Spirits,516,23
50170,Rum,14140,900
50170,Misc,2828,171
50170,Whisky,21985,1440
50170,Gin,1056,133
50170,Vodka,13146,1515
50170,Brandy,1671,160
50170,Tequila,1447,84
50170,Schnapps,3023,295
50170,Distilled Spirits,1365,64
50170,Amaretto,447,75
50849,Misc,8977,619
50849,Whisky,62702,4536
50849,Tequila,8776,652
50849,Distilled Spirits,674,28
50849,Gin,1306,105
50849,Vodka,23455,2522
50849,Rum,20198,1621
50849,Brandy,4518,400
50849,Amaretto,223,26
50849,Schnapps,4311,365
50122,Misc,1662,126
50122,Whisky,16734,1490
50122,Gin,746,106
50122,Vodka,11185,1396
50122,Rum,7864,661
50122,Brandy,291,28
50122,Tequila,926,82
50122,Schnapps,1651,135
50122,Amaretto,132,19
50122,Distilled Spirits,81,3
52316,Whisky,18960,1823
52316,Gin,308,37
52316,Vodka,12824,1661
52316,Misc,2481,161
52316,Rum,7036,708
52316,Brandy,2045,197
52316,Tequila,717,58
52316,Amaretto,96,14
52316,Schnapps,2450,252
52316,Distilled Spirits,54,2
51101,Vodka,115356,8255
51101,Misc,35001,1568
51101,Whisky,180866,8747
51101,Tequila,39826,1274
51101,Brandy,32813,1491
51101,Rum,58501,3901
51101,Distilled Spirits,1114,50
51101,Gin,13585,910
51101,Amaretto,2112,157
51101,Schnapps,25947,1499
51331,Misc,38752,2432
51331,Rum,69546,4588
51331,Tequila,20828,1269
51331,Whisky,126267,7461
51331,Gin,9984,704
51331,Vodka,101390,8155
51331,Brandy,6219,412
51331,Amaretto,933,113
51331,Schnapps,26509,1882
51331,Distilled Spirits,2623,136
51579,Whisky,30236,2317
51579,Misc,3188,224
51579,Gin,246,27
51579,Vodka,8872,790
51579,Rum,10062,863
51579,Brandy,659,64
51579,Tequila,1452,104
51579,Schnapps,2339,217
51579,Amaretto,122,11
51579,Distilled Spirits,22,1
52151,Misc,7584,528
52151,Rum,16244,1310
52151,Whisky,37996,3106
52151,Gin,1744,142
52151,Vodka,24780,2606
52151,Brandy,5765,521
52151,Tequila,2846,192
52151,Amaretto,317,32
52151,Schnapps,7365,654
52151,Distilled Spirits,288,14
51241,Rum,44540,2845
51241,Whisky,84945,5378
51241,Gin,3833,244
51241,Vodka,43351,3511
51241,Brandy,6985,491
51241,Tequila,8285,312
51241,Misc,11291,549
51241,Schnapps,11214,664
51241,Amaretto,1109,116
52161,Rum,8590,570
52161,Whisky,11928,786
52161,Gin,159,16
52161,Vodka,3727,407
52161,Misc,3269,166
52161,Brandy,1914,202
52161,Tequila,1082,66
52161,Schnapps,3845,381
52161,Amaretto,112,18
51004,Misc,9666,553
51004,Whisky,52648,3375
51004,Tequila,4262,239
51004,Gin,1627,98
51004,Vodka,14681,1312
51004,Rum,10192,664
51004,Brandy,2167,158
51004,Amaretto,556,70
51004,Schnapps,7235,518
51004,Distilled Spirits,385,18
51534,Misc,22566,1466
51534,Whisky,129846,9185
51534,Gin,8895,779
51534,Vodka,74605,7532
51534,Rum,52044,3623
51534,Brandy,4026,320
51534,Tequila,11693,863
51534,Schnapps,10530,976
51534,Distilled Spirits,596,28
51534,Amaretto,565,72
52772,Misc,25401,1800
52772,Whisky,134198,10299
52772,Vodka,56194,5756
52772,Rum,38827,2723
52772,Brandy,6249,548
52772,Gin,9735,995
52772,Tequila,8706,621
52772,Amaretto,928,105
52772,Schnapps,17810,1350
52772,Distilled Spirits,1351,102
50621,Misc,2725,161
50621,Whisky,25225,1857
50621,Gin,402,23
50621,Vodka,14401,1555
50621,Rum,6071,439
50621,Brandy,498,41
50621,Tequila,822,63
50621,Schnapps,574,45
50621,Amaretto,78,11
50621,Distilled Spirits,544,22
50635,Whisky,12432,983
50635,Gin,446,43
50635,Vodka,11009,1395
50635,Misc,1659,130
50635,Rum,4922,395
50635,Brandy,1033,96
50635,Tequila,431,34
50635,Schnapps,1784,157
50635,Amaretto,69,10
50635,Distilled Spirits,75,4
52208,Misc,20348,1060
52208,Vodka,49573,5080
52208,Whisky,104337,6994
52208,Rum,33984,2298
52208,Tequila,11244,746
52208,Distilled Spirits,1485,75
52208,Gin,2136,180
52208,Brandy,12837,1149
52208,Amaretto,1312,89
52208,Schnapps,23953,1942
52035,Whisky,4971,417
52035,Gin,49,4
52035,Vodka,843,112
52035,Misc,421,31
52035,Rum,3263,247
52035,Brandy,233,25
52035,Tequila,88,6
52035,Schnapps,1877,141
52035,Amaretto,32,5
51347,Whisky,13013,1080
51347,Gin,367,47
51347,Vodka,6635,808
51347,Rum,5660,377
51347,Brandy,449,42
51347,Misc,2806,142
51347,Tequila,792,63
51347,Schnapps,767,60
51347,Amaretto,23,4
52157,Rum,3591,239
52157,Whisky,5020,276
52157,Gin,278,17
52157,Vodka,2342,231
52157,Misc,2655,157
52157,Brandy,572,57
52157,Tequila,966,45
52157,Amaretto,62,7
52157,Schnapps,1389,106
52157,Distilled Spirits,9,0
52162,Whisky,12216,1003
52162,Gin,706,70
52162,Vodka,7535,864
52162,Misc,2302,174
52162,Rum,4660,336
52162,Brandy,2444,166
52162,Tequila,1670,124
52162,Amaretto,118,9
52162,Schnapps,2611,268
51054,Whisky,78735,5405
51054,Gin,2319,203
51054,Vodka,43068,4324
51054,Misc,11906,742
51054,Rum,26532,1927
51054,Brandy,5498,359
51054,Schnapps,5412,374
51054,Tequila,13562,829
52356,Misc,7463,469
52356,Vodka,19402,1753
52356,Whisky,35543,2606
52356,Rum,13893,946
52356,Tequila,2338,144
52356,Distilled Spirits,557,28
52356,Gin,1943,169
52356,Brandy,568,54
52356,Amaretto,213,21
52356,Schnapps,3054,284
50135,Whisky,15835,966
50135,Misc,1489,69
50135,Rum,3746,242
50135,Brandy,1458,102
50135,Tequila,714,29
50135,Gin,139,11
50135,Vodka,7825,771
50135,Amaretto,28,3
50135,Schnapps,1336,133
50135,Distilled Spirits,1953,84
50436,Misc,35938,2093
50436,Tequila,24324,1431
50436,Vodka,106437,10496
50436,Whisky,192449,14772
50436,Brandy,10405,825
50436,Rum,110153,8233
50436,Distilled Spirits,2799,120
50436,Gin,6724,510
50436,Amaretto,2841,262
50436,Schnapps,24289,1793
50248,Misc,5862,332
50248,Whisky,69825,5359
50248,Gin,2742,242
50248,Vodka,41281,4725
50248,Rum,23407,1783
50248,Brandy,3020,231
50248,Tequila,7167,421
50248,Amaretto,328,40
50248,Schnapps,3520,292
50248,Distilled Spirits,71,3
50682,Misc,4251,257
50682,Rum,12274,937
50682,Whisky,29168,1844
50682,Gin,926,63
50682,Vodka,12920,1240
50682,Brandy,1273,120
50682,Tequila,3599,304
50682,Amaretto,307,20
50682,Schnapps,6125,453
51461,Rum,20963,1294
51461,Whisky,50356,3475
51461,Gin,1035,103
51461,Vodka,10885,842
51461,Misc,7988,498
51461,Brandy,359,39
51461,Tequila,3656,183
51461,Amaretto,378,46
51461,Schnapps,7161,554
51461,Distilled Spirits,3,0
50435,Misc,13631,630
50435,Rum,18520,1138
50435,Vodka,20507,1799
50435,Whisky,60854,3904
50435,Gin,1453,91
50435,Brandy,2197,144
50435,Tequila,4220,192
50435,Amaretto,492,57
50435,Schnapps,12557,935
50435,Distilled Spirits,1937,87
50046,Rum,4193,340
50046,Whisky,10213,731
50046,Gin,625,66
50046,Vodka,5308,543
50046,Misc,960,78
50046,Brandy,464,30
50046,Tequila,935,75
50046,Schnapps,2220,100
50046,Distilled Spirits,305,21
50046,Amaretto,10,2
50665,Misc,5253,316
50665,Whisky,44342,3757
50665,Gin,1782,161
50665,Vodka,25619,2834
50665,Rum,20485,1427
50665,Brandy,2197,186
50665,Tequila,2800,194
50665,Schnapps,5843,454
50665,Distilled Spirits,367,42
50665,Amaretto,175,27
51450,Whisky,79046,6098
51450,Misc,11550,684
51450,Rum,38873,2592
51450,Tequila,4790,272
51450,Distilled Spirits,389,22
51450,Gin,3022,222
51450,Vodka,33671,3369
51450,Brandy,2287,178
51450,Amaretto,778,100
51450,Schnapps,9756,717
52653,Rum,16528,1238
52653,Misc,5617,352
52653,Whisky,40149,3054
52653,Gin,1331,143
52653,Vodka,20968,2326
52653,Brandy,1940,166
52653,Tequila,3466,234
52653,Schnapps,5081,433
52653,Distilled Spirits,658,33
52653,Amaretto,184,22
52333,Rum,28114,1746
52333,Misc,9032,484
52333,Whisky,68903,4286
52333,Gin,2737,186
52333,Vodka,42022,3904
52333,Distilled Spirits,2178,276
52333,Brandy,2452,190
52333,Tequila,12096,908
52333,Schnapps,5568,397
52333,Amaretto,158,24
52565,Whisky,68322,4191
52565,Gin,2684,134
52565,Vodka,30294,2819
52565,Misc,8634,495
52565,Rum,25084,1859
52565,Brandy,1722,151
52565,Tequila,4858,293
52565,Amaretto,349,46
52565,Schnapps,13483,994
52565,Distilled Spirits,319,19
52730,Misc,7304,350
52730,Amaretto,197,24
52730,Vodka,24599,2232
52730,Tequila,9135,484
52730,Whisky,22701,1442
52730,Brandy,1645,105
52730,Rum,14339,1058
52730,Gin,1404,121
52730,Schnapps,4982,336
52730,Distilled Spirits,877,41
50225,Misc,3246,149
50225,Vodka,17149,1616
50225,Whisky,30018,1997
50225,Gin,438,24
50225,Rum,6974,481
50225,Brandy,247,20
50225,Tequila,3298,235
50225,Amaretto,94,11
50225,Schnapps,1152,103
50225,Distilled Spirits,371,20
50111,Misc,88018,4858
50111,Vodka,309451,26515
50111,Whisky,368027,21567
50111,Rum,178582,12603
50111,Amaretto,4448,344
50111,Distilled Spirits,8258,299
50111,Gin,22126,1616
50111,Brandy,16466,1013
50111,Tequila,62298,5051
50111,Schnapps,21289,1537
52154,Misc,6880,303
52154,Tequila,2613,93
52154,Whisky,24645,1711
52154,Gin,666,51
52154,Vodka,10360,847
52154,Rum,15259,906
52154,Brandy,1233,98
52154,Amaretto,325,32
52154,Schnapps,7115,516
51555,Vodka,40990,4255
51555,Whisky,73255,4791
51555,Misc,18874,1191
51555,Tequila,12436,728
51555,Brandy,2875,237
51555,Rum,40318,3139
51555,Schnapps,12840,1065
51555,Gin,3198,351
51555,Distilled Spirits,2051,96
51555,Amaretto,349,38
50707,Whisky,168076,11735
50707,Brandy,46899,2323
50707,Misc,35901,2114
50707,Gin,14284,1126
50707,Vodka,120514,12023
50707,Rum,80461,5561
50707,Tequila,34407,1960
50707,Amaretto,1243,158
50707,Schnapps,29193,2230
50707,Distilled Spirits,2781,135
52233,Misc,12329,703
52233,Whisky,88141,6256
52233,Gin,5414,509
52233,Vodka,70735,6869
52233,Rum,37979,2726
52233,Brandy,24098,1112
52233,Tequila,10600,609
52233,Schnapps,5998,372
52233,Distilled Spirits,632,30
52233,Amaretto,124,20
50648,Whisky,30498,2447
50648,Gin,1078,88
50648,Vodka,15507,1573
50648,Misc,6840,425
50648,Rum,13906,971
50648,Brandy,1720,170
50648,Tequila,2927,217
50648,Amaretto,263,29
50648,Schnapps,8005,642
50648,Distilled Spirits,110,5
52358,Misc,3543,273
52358,Whisky,27041,1895
52358,Gin,2047,210
52358,Vodka,20179,1976
52358,Rum,10861,952
52358,Brandy,1190,84
52358,Tequila,2605,168
52358,Amaretto,153,16
52358,Schnapps,1816,137
52358,Distilled Spirits,95,4
52033,Misc,8502,586
52033,Whisky,56996,3980
52033,Tequila,4397,212
52033,Rum,20533,1325
52033,Gin,1201,112
52033,Vodka,29051,2934
52033,Brandy,2016,184
52033,Amaretto,490,58
52033,Schnapps,8374,672
52033,Distilled Spirits,90,4
50006,Misc,4662,280
50006,Whisky,44967,3003
50006,Gin,2049,226
50006,Vodka,16466,1695
50006,Rum,19915,1413
50006,Brandy,564,54
50006,Tequila,2113,99
50006,Amaretto,333,47
50006,Schnapps,2592,206
50006,Distilled Spirits,295,14
51046,Misc,4113,238
51046,Rum,15575,1085
51046,Tequila,2022,144
51046,Whisky,37059,3004
51046,Gin,594,56
51046,Vodka,14815,1908
51046,Brandy,2298,238
51046,Amaretto,382,51
51046,Schnapps,6846,717
51046,Distilled Spirits,56,2
50142,Whisky,27284,1929
50142,Misc,4640,286
50142,Tequila,2052,95
50142,Distilled Spirits,606,29
50142,Gin,612,47
50142,Vodka,13200,1414
50142,Rum,7548,551
50142,Brandy,1516,94
50142,Amaretto,243,30
50142,Schnapps,3603,407
51249,Rum,29588,1916
51249,Whisky,110545,8338
51249,Gin,6435,661
51249,Vodka,34161,3852
51249,Misc,17315,1022
51249,Brandy,5382,460
51249,Tequila,9387,473
51249,Amaretto,828,116
51249,Schnapps,19220,1369
51249,Distilled Spirits,462,33
52053,Whisky,38211,2463
52053,Gin,834,60
52053,Vodka,11804,1174
52053,Misc,4772,231
52053,Rum,19449,1137
52053,Brandy,1243,114
52053,Tequila,1175,61
52053,Schnapps,5677,428
52053,Amaretto,292,44
51054,Distilled Spirits,718,35
51054,Amaretto,322,39
51109,Misc,8077,524
51109,Rum,19233,1383
51109,Whisky,35462,2444
51109,Gin,2949,271
51109,Vodka,34176,3237
51109,Brandy,2617,219
51109,Tequila,4774,409
51109,Schnapps,2848,207
51109,Amaretto,221,36
52733,Misc,16076,882
52733,Whisky,81838,5238
52733,Gin,3633,334
52733,Vodka,65917,6490
52733,Rum,29598,2154
52733,Brandy,22367,874
52733,Tequila,11728,633
52733,Schnapps,13138,778
52733,Distilled Spirits,889,40
52733,Amaretto,876,121
52349,Misc,23248,1774
52349,Vodka,58335,6095
52349,Whisky,133697,11353
52349,Tequila,13927,1091
52349,Brandy,8221,757
52349,Distilled Spirits,2461,97
52349,Gin,7073,678
52349,Rum,44278,3374
52349,Amaretto,1175,107
52349,Schnapps,11337,787
52571,Whisky,26981,1466
52571,Misc,3472,164
52571,Rum,7994,496
52571,Gin,935,62
52571,Vodka,10697,942
52571,Brandy,85,7
52571,Tequila,2499,161
52571,Amaretto,233,22
52571,Schnapps,2432,196
51041,Misc,31193,2037
51041,Vodka,72717,6347
51041,Whisky,166930,11806
51041,Rum,83957,5912
51041,Brandy,5941,510
51041,Tequila,14634,987
51041,Gin,5572,336
51041,Distilled Spirits,449,21
51041,Amaretto,1908,192
51041,Schnapps,15750,1102
50020,Misc,5631,391
50020,Whisky,32308,2371
50020,Rum,6645,474
50020,Tequila,2493,193
50020,Gin,1020,72
50020,Vodka,13878,1599
50020,Brandy,3592,327
50020,Amaretto,373,35
50020,Schnapps,2573,232
50020,Distilled Spirits,513,23
51358,Whisky,16619,1510
51358,Gin,213,22
51358,Vodka,7648,943
51358,Rum,4932,330
51358,Brandy,426,46
51358,Misc,1170,66
51358,Tequila,1361,97
51358,Amaretto,137,22
51358,Schnapps,1350,116
50450,Misc,9959,617
50450,Whisky,37516,2621
50450,Brandy,5943,509
50450,Rum,18214,1272
50450,Vodka,25122,2861
50450,Tequila,5887,336
50450,Gin,1458,128
50450,Amaretto,395,41
50450,Schnapps,6767,504
50450,Distilled Spirits,369,18
52248,Misc,1313,60
52248,Rum,3550,242
52248,Whisky,7549,608
52248,Gin,567,55
52248,Vodka,6582,894
52248,Brandy,355,29
52248,Tequila,354,41
52248,Schnapps,1197,132
52248,Amaretto,33,5
52753,Misc,55663,2618
52753,Vodka,137181,8500
52753,Tequila,10664,809
52753,Whisky,206315,7729
52753,Gin,29821,1187
52753,Rum,26613,2006
52753,Brandy,3877,269
52753,Amaretto,773,81
52753,Schnapps,21938,1105
52753,Distilled Spirits,2683,86
52553,Misc,1227,56
52553,Whisky,13896,928
52553,Rum,3001,190
52553,Gin,112,8
52553,Vodka,7199,645
52553,Brandy,1713,160
52553,Amaretto,48,4
52553,Tequila,454,24
52553,Schnapps,1893,124
52553,Distilled Spirits,487,23
52224,Misc,3001,217
52224,Whisky,13978,904
52224,Rum,5589,361
52224,Tequila,748,63
52224,Brandy,2018,171
52224,Gin,616,55
52224,Vodka,8704,934
52224,Amaretto,241,24
52224,Schnapps,3193,193
52224,Distilled Spirits,322,14
52214,Misc,3408,197
52214,Whisky,30112,2153
52214,Rum,12338,816
52214,Tequila,4159,309
52214,Distilled Spirits,967,43
52214,Gin,390,46
52214,Vodka,17912,2089
52214,Brandy,934,72
52214,Schnapps,4484,346
52214,Amaretto,67,11
52637,Misc,6117,310
52637,Whisky,38364,2431
52637,Gin,996,74
52637,Vodka,30078,2580
52637,Rum,17041,1192
52637,Brandy,1192,106
52637,Tequila,4444,224
52637,Amaretto,222,30
52637,Schnapps,9381,892
52637,Distilled Spirits,1320,61
50309,Distilled Spirits,152,7
51529,Vodka,15547,1416
51529,Misc,12306,684
51529,Amaretto,556,63
51529,Whisky,59008,3522
51529,Brandy,1487,130
51529,Rum,18328,1170
51529,Schnapps,8158,658
51529,Tequila,5905,531
51529,Gin,1493,102
51529,Distilled Spirits,799,56
50846,Whisky,31375,2337
50846,Vodka,5636,610
50846,Schnapps,3999,477
50846,Tequila,1589,74
50028,Misc,2531,177
50028,Whisky,15348,1157
50028,Gin,160,9
50028,Vodka,6234,613
50028,Rum,3627,289
50028,Brandy,1143,95
50028,Tequila,1048,78
50028,Schnapps,1171,108
50028,Amaretto,43,5
50028,Distilled Spirits,113,5
50530,Misc,5281,272
50530,Rum,9031,560
50530,Whisky,25419,1692
50530,Gin,211,20
50530,Vodka,10533,1083
50530,Brandy,1264,129
50530,Tequila,1912,114
50530,Amaretto,226,36
50530,Schnapps,4423,326
50530,Distilled Spirits,13,1
50864,Misc,718,34
50864,Whisky,4907,363
50864,Gin,358,39
50864,Vodka,2146,218
50864,Rum,2188,177
50864,Brandy,72,7
50864,Tequila,242,16
50864,Schnapps,189,12
50864,Amaretto,49,7
50249,Rum,6961,512
50249,Whisky,16299,1229
50249,Gin,1123,113
50249,Vodka,8614,996
50249,Misc,3722,204
50249,Brandy,1509,152
50249,Tequila,831,47
50249,Amaretto,251,37
50249,Schnapps,2761,203
50249,Distilled Spirits,6,1
51240,Misc,7223,474
51240,Whisky,46310,3221
51240,Gin,398,27
51240,Vodka,11075,1125
51240,Rum,24886,1586
51240,Brandy,661,65
51240,Amaretto,1521,78
51240,Schnapps,6533,455
51240,Tequila,3597,202
51240,Distilled Spirits,969,47
51237,Misc,3979,238
51237,Rum,6408,516
51237,Whisky,18741,1538
51237,Gin,60,9
51237,Vodka,4056,477
51237,Brandy,1972,200
51237,Tequila,541,20
51237,Schnapps,1974,165
51237,Amaretto,56,8
50162,Whisky,4415,298
50162,Gin,16,2
50162,Vodka,2758,312
50162,Rum,596,40
50162,Brandy,33,4
50162,Misc,173,6
50162,Schnapps,549,65
50162,Tequila,76,4
51535,Whisky,6985,586
51535,Gin,446,62
51535,Vodka,1600,211
51535,Rum,947,69
51535,Brandy,160,14
51535,Misc,391,28
51535,Tequila,136,10
51535,Schnapps,272,24
51535,Amaretto,8,1
52332,Brandy,3111,228
52332,Misc,4763,294
52332,Whisky,28892,1960
52332,Gin,626,53
52332,Vodka,17756,2075
52332,Rum,16246,1093
52332,Tequila,2879,208
52332,Amaretto,151,22
52332,Schnapps,7863,634
52332,Distilled Spirits,93,4
52726,Whisky,27912,2016
52726,Gin,1122,75
52726,Vodka,21473,2217
52726,Misc,5823,470
52726,Rum,9809,771
52726,Brandy,1522,128
52726,Tequila,2820,195
52726,Schnapps,4079,348
52726,Distilled Spirits,385,18
52726,Amaretto,188,30
52778,Whisky,29776,2225
52778,Gin,778,95
52778,Vodka,20984,2444
52778,Misc,4047,292
52778,Rum,13318,946
52778,Brandy,1647,129
52778,Tequila,2284,166
52778,Schnapps,4102,323
52778,Distilled Spirits,226,10
52778,Amaretto,360,63
50226,Rum,32323,2375
50226,Whisky,74568,4602
50226,Misc,11584,788
50226,Gin,3870,266
50226,Vodka,54550,4749
50226,Brandy,1245,94
50226,Schnapps,2522,181
50226,Tequila,9100,835
52340,Misc,4198,171
52340,Whisky,25040,1689
52340,Gin,803,60
52340,Vodka,23771,2083
52340,Rum,9269,615
52340,Brandy,1270,76
52340,Schnapps,1119,86
52340,Tequila,3738,165
50210,Misc,1512,57
50210,Whisky,18296,1366
50210,Gin,324,25
50210,Vodka,7005,595
50210,Rum,3053,196
50210,Brandy,249,14
50210,Schnapps,697,53
50210,Tequila,449,16
50075,Rum,8377,589
50075,Whisky,22435,1743
50075,Gin,519,38
50075,Vodka,13716,1203
50075,Brandy,1111,85
50075,Misc,2087,89
50075,Schnapps,1318,115
50075,Tequila,1125,46
50669,Misc,1805,114
50669,Tequila,761,66
50669,Whisky,15407,1321
50669,Gin,510,30
50669,Vodka,8531,872
50669,Rum,4723,322
50669,Brandy,1015,80
50669,Amaretto,221,22
50669,Schnapps,1107,64
50669,Distilled Spirits,18,1
50069,Misc,3081,131
50069,Rum,13237,965
50069,Whisky,30765,1894
50069,Gin,719,63
50069,Vodka,20803,2153
50069,Brandy,474,28
50069,Schnapps,1373,107
50069,Tequila,1602,77
51559,Rum,9521,688
51559,Misc,2874,111
51559,Whisky,13510,788
51559,Gin,884,53
51559,Vodka,12879,1260
51559,Brandy,346,21
51559,Schnapps,1218,79
51559,Tequila,1255,52
50048,Rum,5208,302
50048,Whisky,10684,660
50048,Gin,269,18
50048,Vodka,6420,555
50048,Brandy,352,19
50048,Misc,1132,46
50048,Schnapps,889,61
50048,Tequila,492,17
50002,Rum,6921,440
50002,Whisky,19034,1083
50002,Gin,521,36
50002,Vodka,11760,969
50002,Brandy,670,34
50002,Misc,2196,89
50002,Schnapps,956,67
50002,Tequila,1032,34
51577,Rum,5007,337
51577,Whisky,16687,938
51577,Gin,370,22
51577,Vodka,7630,767
51577,Brandy,320,20
51577,Misc,2702,95
51577,Schnapps,961,68
51577,Tequila,905,36
50140,Rum,12618,781
50140,Misc,4124,165
50140,Whisky,22602,1318
50140,Gin,1465,105
50140,Vodka,22221,2041
50140,Brandy,2593,131
50140,Schnapps,2753,219
50140,Tequila,2640,99
52213,Tequila,1739,159
52213,Misc,4555,367
52213,Whisky,26861,2310
52213,Gin,1223,142
52213,Vodka,18113,2107
52213,Rum,11470,919
52213,Brandy,2038,203
52213,Amaretto,255,33
52213,Schnapps,5019,457
52213,Distilled Spirits,93,4
52049,Misc,490,32
52049,Whisky,2719,196
52049,Gin,252,12
52049,Vodka,1083,146
52049,Rum,1197,75
52049,Brandy,166,15
52049,Tequila,190,12
52049,Schnapps,517,41
52049,Amaretto,6,1
51003,Misc,5540,282
51003,Whisky,35282,2589
51003,Rum,11418,776
51003,Gin,551,41
51003,Vodka,14953,1504
51003,Brandy,2131,215
51003,Tequila,3148,150
51003,Amaretto,430,50
51003,Schnapps,4536,360
51003,Distilled Spirits,74,3
52324,Misc,2445,116
52324,Whisky,22068,1349
52324,Gin,360,22
52324,Vodka,9601,936
52324,Rum,11580,749
52324,Brandy,1627,125
52324,Tequila,2248,200
52324,Amaretto,108,11
52324,Schnapps,4496,322
52324,Distilled Spirits,142,12
51055,Misc,2865,115
51055,Rum,12146,789
51055,Whisky,29154,1786
51055,Gin,672,44
51055,Vodka,18172,1734
51055,Brandy,2053,168
51055,Schnapps,2147,158
51055,Tequila,3862,155
50324,Whisky,22142,1189
50324,Gin,262,17
50324,Vodka,19619,1975
50324,Rum,6429,380
50324,Brandy,6802,230
50324,Misc,1096,43
50324,Schnapps,381,20
50324,Tequila,2247,87
50424,Amaretto,62,9
50424,Misc,5041,261
50424,Vodka,14592,1663
50424,Whisky,25999,2311
50424,Tequila,1489,110
50424,Gin,552,65
50424,Rum,9248,640
50424,Brandy,874,78
50424,Schnapps,2522,180
50424,Distilled Spirits,141,6
50438,Rum,27256,1899
50438,Whisky,63665,5238
50438,Gin,1935,191
50438,Vodka,35795,3757
50438,Misc,8831,565
50438,Brandy,4569,423
50438,Tequila,5828,413
50438,Amaretto,364,48
50438,Schnapps,5892,498
50438,Distilled Spirits,1086,49
50575,Whisky,1781,158
50575,Vodka,765,96
50575,Misc,108,5
50575,Rum,1734,125
50575,Brandy,91,7
50575,Amaretto,151,13
50575,Schnapps,51,4
50575,Tequila,37,2
52142,Misc,5661,302
52142,Whisky,30919,2040
52142,Vodka,20703,1861
52142,Distilled Spirits,402,20
52142,Gin,953,72
52142,Rum,19164,1427
52142,Brandy,1333,84
52142,Tequila,2565,119
52142,Schnapps,5281,409
52142,Amaretto,169,24
50058,Whisky,25815,1659
50058,Gin,779,67
50058,Vodka,14163,1496
50058,Misc,2545,172
50058,Rum,13376,870
50058,Brandy,789,59
50058,Tequila,1470,64
50058,Schnapps,2828,219
50058,Amaretto,204,29
52776,Misc,13831,718
52776,Whisky,54716,2987
52776,Gin,2660,200
52776,Vodka,37486,3166
52776,Rum,21262,1380
52776,Brandy,8421,367
52776,Tequila,22949,966
52776,Schnapps,6083,416
52776,Distilled Spirits,653,31
52776,Amaretto,629,40
51248,Misc,4076,228
51248,Tequila,2016,156
51248,Vodka,9513,1059
51248,Whisky,32761,2889
51248,Rum,10773,742
51248,Gin,357,45
51248,Brandy,809,85
51248,Amaretto,183,21
51248,Schnapps,4957,376
51248,Distilled Spirits,164,8
51355,Whisky,11737,837
51355,Gin,445,25
51355,Vodka,10031,941
51355,Rum,3836,230
51355,Brandy,261,21
51355,Misc,1431,59
51355,Schnapps,820,55
51355,Tequila,672,24
50682,Distilled Spirits,323,15
51575,Rum,3589,257
51575,Whisky,11150,657
51575,Gin,231,19
51575,Vodka,6708,765
51575,Brandy,170,9
51575,Tequila,1826,83
51575,Misc,1101,55
51575,Distilled Spirits,113,4
51575,Amaretto,97,14
51575,Schnapps,516,40
52340,Amaretto,18,3
52340,Distilled Spirits,38,1
51551,Misc,2672,104
51551,Whisky,15138,992
51551,Gin,187,15
51551,Vodka,7013,758
51551,Rum,3280,192
51551,Brandy,179,16
51551,Tequila,805,55
51551,Distilled Spirits,101,4
51551,Schnapps,655,44
51551,Amaretto,18,3
