zipcode,category,sale.dollars,sale.volume
50219,Tequila,61980,4304
50219,Distilled Spirits,5252,232
50219,Gin,23316,1937
50219,Amaretto,5639,608
50219,Schnapps,35295,2437
52411,Vodka,253830,19923
52411,Whisky,322749,15788
52411,Misc,123365,8017
52411,Brandy,19347,1377
52411,Rum,125430,8987
52411,Tequila,74321,4545
52411,Distilled Spirits,5452,231
52411,Gin,38317,2491
52411,Amaretto,3510,243
52411,Schnapps,27516,2094
51537,Misc,58511,3392
51537,Vodka,130789,12612
51537,Whisky,317777,21005
51537,Brandy,11257,874
51537,Rum,133176,9941
51537,Amaretto,2298,274
51537,Tequila,39204,2576
51537,Distilled Spirits,2589,121
51537,Gin,10047,656
51537,Schnapps,36161,2632
50677,Misc,114615,7037
50677,Vodka,304344,28575
50677,Tequila,71390,4899
50677,Brandy,30233,2381
50677,Whisky,514609,35259
50677,Rum,233452,17303
50677,Distilled Spirits,6104,394
50677,Gin,31265,2469
50677,Amaretto,5382,547
50677,Schnapps,66754,5165
50833,Whisky,30677,2173
50833,Gin,428,51
50833,Vodka,9896,1047
50833,Misc,4036,290
50833,Rum,9052,588
50833,Brandy,409,32
50833,Tequila,1377,78
50833,Amaretto,512,37
50833,Schnapps,2933,250
50833,Distilled Spirits,269,12
50854,Misc,15809,1116
50854,Whisky,64896,4424
50854,Vodka,24291,2493
50854,Brandy,2324,220
50854,Rum,12194,920
50854,Gin,2131,203
50854,Tequila,5716,418
50854,Amaretto,1355,152
50854,Schnapps,9758,822
50854,Distilled Spirits,798,42
50060,Misc,8357,584
50060,Whisky,42753,2908
50060,Gin,2583,245
50060,Vodka,16445,1588
50060,Rum,11890,885
50060,Brandy,1401,135
50060,Tequila,2999,210
50060,Schnapps,6162,555
50060,Distilled Spirits,655,34
50060,Amaretto,762,52
51250,Misc,56836,3289
51250,Tequila,31820,1918
51250,Whisky,246690,17243
51250,Brandy,12248,879
51250,Rum,137058,9465
51250,Vodka,124714,11548
51250,Gin,9627,850
51250,Amaretto,4945,402
51250,Schnapps,35295,2737
51250,Distilled Spirits,3167,144
51201,Vodka,117169,11444
51201,Misc,66625,4364
51201,Amaretto,3419,366
51201,Whisky,329895,25017
51201,Rum,153026,10729
51201,Brandy,27067,2253
51201,Schnapps,44051,3723
51201,Tequila,32394,1933
51201,Distilled Spirits,6323,480
51201,Gin,19121,1660
50263,Misc,120574,6929
50263,Vodka,340306,24912
50263,Whisky,443719,21583
50263,Amaretto,3543,244
50263,Rum,137193,9058
50263,Brandy,15928,993
50263,Schnapps,22087,1582
50263,Tequila,76630,5383
50263,Distilled Spirits,6961,293
50263,Gin,36648,2255
50023,Misc,121150,6741
50023,Amaretto,5348,400
50023,Whisky,535147,27417
50023,Brandy,20192,1215
50023,Rum,201413,13812
50023,Tequila,78935,5063
50023,Vodka,393186,30911
50023,Distilled Spirits,8075,368
50023,Gin,37474,2542
50023,Schnapps,24856,1761
50144,Rum,9223,694
50144,Whisky,48149,2909
50144,Gin,951,84
50144,Vodka,15536,1744
50144,Misc,6647,331
50144,Brandy,1308,118
50144,Tequila,3033,218
50144,Amaretto,646,50
50144,Schnapps,8317,614
50144,Distilled Spirits,378,16
50129,Vodka,71710,6911
50129,Misc,29860,1885
50129,Rum,68204,4972
50129,Tequila,16485,1174
50129,Whisky,141559,9576
50129,Distilled Spirits,1916,83
50129,Gin,8214,632
50129,Brandy,4149,306
50129,Amaretto,1706,180
50129,Schnapps,15663,1128
50313,Misc,24779,1770
50313,Whisky,187732,12425
50313,Brandy,56674,2370
50313,Gin,7360,598
50313,Vodka,171547,17694
50313,Rum,61704,4498
50313,Tequila,25286,1376
50313,Amaretto,764,72
50313,Schnapps,5752,378
50313,Distilled Spirits,2434,119
50323,Whisky,31740,1827
50323,Gin,1762,112
50323,Vodka,30181,2308
50323,Rum,12733,831
50323,Brandy,1061,64
50323,Misc,2775,115
50323,Tequila,1731,85
50323,Amaretto,62,6
50323,Schnapps,846,59
50323,Distilled Spirits,423,19
50316,Misc,51424,3065
50316,Whisky,301990,17899
50316,Rum,92802,6954
50316,Gin,36209,3030
50316,Vodka,338836,26016
50316,Brandy,241174,9088
50316,Tequila,201011,7671
50316,Amaretto,1754,204
50316,Schnapps,16488,1139
50316,Distilled Spirits,3646,182
50325,Misc,52240,3068
50325,Rum,92146,6439
50325,Brandy,45898,1741
50325,Vodka,226726,18244
50325,Whisky,229473,13164
50325,Gin,26187,1792
50325,Tequila,43990,2883
50325,Amaretto,1604,119
50325,Schnapps,12754,862
50325,Distilled Spirits,1906,77
51449,Whisky,52981,4392
51449,Gin,3402,349
51449,Vodka,19281,2218
51449,Misc,7639,462
51449,Rum,20528,1452
51449,Brandy,2605,239
51449,Tequila,3277,178
51449,Schnapps,4505,347
51449,Amaretto,617,93
51449,Distilled Spirits,272,13
52537,Misc,5413,439
52537,Vodka,24550,2947
52537,Whisky,38159,2533
52537,Tequila,2479,202
52537,Gin,1335,147
52537,Rum,12770,900
52537,Brandy,2610,260
52537,Amaretto,311,36
52537,Schnapps,5075,427
52537,Distilled Spirits,808,38
50622,Misc,4769,328
50622,Whisky,36619,2807
50622,Gin,2862,174
50622,Vodka,16665,1729
50622,Rum,20391,1514
50622,Brandy,1347,118
50622,Tequila,2646,239
50622,Schnapps,3654,254
50622,Amaretto,211,26
50622,Distilled Spirits,245,12
50054,Brandy,3086,240
50054,Misc,5135,333
50054,Whisky,46633,3568
50054,Gin,1282,113
50054,Vodka,31752,3502
50054,Rum,18770,1341
50054,Tequila,5962,347
50054,Schnapps,2403,205
50054,Distilled Spirits,208,9
50054,Amaretto,127,19
50423,Rum,18583,1371
50423,Whisky,47793,4352
50423,Gin,1264,117
50423,Vodka,24925,3283
50423,Misc,5900,469
50423,Brandy,2402,209
50423,Tequila,4479,310
50423,Amaretto,455,42
50423,Schnapps,7266,737
50525,Brandy,1756,141
50525,Rum,28909,1968
50525,Misc,8807,620
50525,Whisky,49942,3592
50525,Gin,1842,152
50525,Vodka,31918,3433
50525,Tequila,7536,416
50525,Amaretto,564,35
50525,Schnapps,4335,356
50525,Distilled Spirits,816,40
50003,Whisky,126213,8458
50003,Gin,6622,591
50003,Vodka,76744,7567
50003,Misc,23034,1494
50003,Rum,42835,3385
50003,Brandy,3909,288
50003,Tequila,18351,1367
50003,Schnapps,5992,474
50003,Amaretto,785,69
50171,Whisky,105672,6585
50171,Gin,1864,164
50171,Vodka,38453,4034
50171,Misc,17693,1088
50171,Rum,33774,2226
50171,Brandy,6771,621
50171,Tequila,9330,501
50171,Amaretto,1107,105
50171,Schnapps,18954,1401
50171,Distilled Spirits,571,40
50428,Whisky,587395,39717
50428,Gin,39627,2769
50428,Vodka,409562,36875
50428,Misc,129813,8660
50428,Rum,240540,16843
50428,Brandy,29279,2344
50428,Tequila,112789,7758
50428,Schnapps,76178,5465
50428,Amaretto,6748,708
52057,Misc,74723,4223
52057,Brandy,17826,1243
52057,Rum,143769,9549
52057,Vodka,143311,14037
52057,Whisky,366013,26145
52057,Gin,13524,1025
52057,Tequila,37225,2573
52057,Amaretto,2566,242
52057,Schnapps,58772,4326
52057,Distilled Spirits,3157,214
51351,Whisky,398936,26633
51351,Misc,98789,5759
51351,Brandy,14271,1100
51351,Rum,222899,16205
51351,Tequila,64481,3834
51351,Gin,34581,2449
51351,Vodka,250758,21735
51351,Amaretto,3117,408
51351,Schnapps,67971,4417
51351,Distilled Spirits,5830,759
50466,Rum,6234,490
50466,Whisky,10426,910
50466,Gin,93,10
50466,Vodka,5217,636
50466,Misc,1631,79
50466,Brandy,554,56
50466,Amaretto,173,13
50466,Schnapps,2399,194
50466,Tequila,416,21
52738,Misc,5233,354
52738,Whisky,43505,2926
52738,Brandy,23521,1342
52738,Rum,31652,1933
52738,Tequila,9001,477
52738,Gin,894,94
52738,Vodka,13131,1446
52738,Amaretto,266,34
52738,Schnapps,2503,230
52738,Distilled Spirits,379,18
52301,Misc,16744,1373
52301,Tequila,9076,740
52301,Vodka,61941,7224
52301,Whisky,125832,10056
52301,Rum,35466,2849
52301,Distilled Spirits,1437,82
52301,Gin,4627,442
52301,Brandy,7962,749
52301,Amaretto,1208,158
52301,Schnapps,22747,2004
50211,Misc,34254,2252
50211,Whisky,163383,10785
50211,Gin,9813,767
50211,Vodka,131979,12915
50211,Rum,74178,5439
50211,Brandy,4474,307
50211,Tequila,24560,2054
50211,Schnapps,8545,718
50211,Distilled Spirits,2153,111
50211,Amaretto,618,84
50309,Schnapps,1389,77
52742,Misc,21776,1717
52742,Whisky,108502,7875
52742,Distilled Spirits,2349,234
52742,Gin,10950,1248
52742,Vodka,61625,6659
52742,Rum,34593,2468
52742,Brandy,6346,516
52742,Tequila,7936,573
52742,Amaretto,2234,271
52742,Schnapps,15484,1488
50428,Distilled Spirits,6325,351
50250,Misc,13013,799
50250,Whisky,75565,5401
50250,Tequila,12504,933
50250,Gin,2109,198
50250,Vodka,38345,3787
50250,Rum,19175,1481
50250,Brandy,4361,368
50250,Amaretto,248,23
50250,Schnapps,5230,471
50250,Distilled Spirits,775,37
50216,Misc,13532,848
50216,Whisky,70452,4912
50216,Brandy,2468,235
50216,Gin,5644,494
50216,Vodka,45587,4210
50216,Rum,21767,1524
50216,Tequila,6152,424
50216,Amaretto,386,35
50216,Schnapps,3756,338
50216,Distilled Spirits,2561,114
51035,Misc,2962,225
51035,Rum,4466,285
51035,Whisky,17779,1284
51035,Gin,929,87
51035,Vodka,5148,540
51035,Brandy,995,89
51035,Tequila,351,24
51035,Schnapps,1709,150
51035,Amaretto,114,15
52031,Misc,21995,1287
52031,Tequila,10836,666
52031,Whisky,104390,6459
52031,Gin,4374,299
52031,Vodka,47456,4525
52031,Rum,59032,3737
52031,Brandy,4629,386
52031,Amaretto,1078,147
52031,Schnapps,21121,1554
50579,Whisky,33341,2837
50579,Gin,1242,127
50579,Vodka,18229,2049
50579,Misc,5343,399
50579,Rum,11946,986
50579,Brandy,2121,190
50579,Tequila,2787,197
50579,Schnapps,2762,274
50579,Amaretto,419,62
50579,Distilled Spirits,370,36
52310,Misc,41519,2966
52310,Whisky,197416,16482
52310,Brandy,11935,1120
52310,Rum,72575,5153
52310,Tequila,13918,1091
52310,Distilled Spirits,1515,70
52310,Gin,6119,523
52310,Vodka,87179,9235
52310,Amaretto,1780,219
52310,Schnapps,30625,2658
51245,Whisky,37348,2531
51245,Gin,626,52
51245,Vodka,16194,1562
51245,Rum,18208,1244
51245,Brandy,1897,188
51245,Misc,6050,324
51245,Schnapps,8196,663
50461,Misc,21614,1504
50461,Whisky,88834,6530
50461,Gin,3692,355
50461,Vodka,52542,5802
50461,Rum,37388,2903
50461,Brandy,6661,622
50461,Tequila,13670,924
50461,Amaretto,1187,169
50461,Schnapps,17359,1428
50461,Distilled Spirits,795,39
50603,Whisky,1595,132
50603,Gin,5,1
50603,Vodka,806,96
50603,Rum,1152,71
50603,Brandy,715,72
50603,Misc,611,26
50603,Schnapps,749,53
50603,Amaretto,2,0
50603,Tequila,60,3
50533,Misc,18394,1020
50533,Tequila,11766,660
50533,Whisky,117065,9435
50533,Gin,4549,407
50533,Vodka,52418,5315
50533,Rum,31046,2277
50533,Brandy,4119,314
50533,Amaretto,644,66
50533,Schnapps,8813,659
50533,Distilled Spirits,390,18
50472,Misc,10844,549
50472,Whisky,56406,4140
50472,Gin,2207,214
50472,Vodka,33361,3799
50472,Rum,30890,1968
50472,Brandy,3831,360
50472,Tequila,6257,300
50472,Amaretto,1218,177
50472,Schnapps,19230,1519
51028,Whisky,26934,1783
51028,Gin,508,50
51028,Vodka,12768,1476
51028,Rum,8063,590
51028,Brandy,4600,435
51028,Misc,4163,288
51028,Tequila,2284,154
51028,Schnapps,5504,446
51028,Amaretto,137,18
51028,Distilled Spirits,194,9
50676,Whisky,76476,6521
50676,Gin,2281,183
50676,Vodka,22266,2613
50676,Misc,12134,669
50676,Rum,44247,3092
50676,Brandy,5824,578
50676,Tequila,5133,264
50676,Schnapps,16980,1500
50676,Distilled Spirits,655,40
50676,Amaretto,469,52
52655,Misc,63798,3476
52655,Tequila,43079,2934
52655,Vodka,199370,17485
52655,Whisky,227260,14334
52655,Rum,104500,7507
52655,Brandy,54893,2192
52655,Amaretto,3062,252
52655,Gin,14934,1289
52655,Distilled Spirits,3723,167
52655,Schnapps,28389,1808
52246,Misc,75182,4123
52246,Whisky,308594,19266
52246,Brandy,34680,1946
52246,Rum,143975,10324
52246,Tequila,60715,4334
52246,Gin,43699,3655
52246,Vodka,295470,25414
52246,Amaretto,3693,300
52246,Schnapps,21139,1549
52246,Distilled Spirits,3043,140
50044,Whisky,4838,365
50044,Vodka,5986,798
50044,Rum,1666,171
50044,Brandy,250,20
50044,Schnapps,1466,159
50044,Tequila,304,17
51346,Misc,8974,547
51346,Tequila,3760,234
51346,Whisky,70098,5900
51346,Vodka,25081,2804
51346,Gin,2856,288
51346,Rum,21525,1423
51346,Brandy,2368,222
51346,Amaretto,379,40
51346,Schnapps,7410,588
51346,Distilled Spirits,191,8
50662,Vodka,125968,14191
50662,Misc,52080,3348
50662,Whisky,295634,22640
50662,Brandy,16655,1201
50662,Rum,84696,6418
50662,Schnapps,48864,4101
50662,Tequila,35090,2456
50662,Distilled Spirits,2664,128
50662,Gin,8929,896
50662,Amaretto,2566,301
50601,Misc,2312,122
50601,Rum,10236,673
50601,Whisky,25785,2178
50601,Gin,1250,129
50601,Vodka,14528,1652
50601,Brandy,595,54
50601,Tequila,945,48
50601,Amaretto,239,24
50601,Schnapps,2045,162
50601,Distilled Spirits,123,15
52134,Whisky,904,64
52134,Gin,4,1
52134,Vodka,833,84
52134,Rum,835,53
52134,Brandy,119,11
52134,Misc,42,2
52134,Schnapps,176,12
52134,Amaretto,4,1
52134,Tequila,79,4
50638,Tequila,4794,292
50638,Whisky,72534,5814
50638,Misc,10936,723
50638,Rum,39643,2691
50638,Gin,3074,284
50638,Vodka,43213,4927
50638,Brandy,3282,271
50638,Amaretto,706,93
50638,Schnapps,12914,889
50638,Distilled Spirits,1227,56
51546,Whisky,28815,2174
51546,Gin,792,67
51546,Vodka,12942,1486
51546,Misc,4016,314
51546,Rum,12010,881
51546,Brandy,1290,112
51546,Tequila,2329,185
51546,Schnapps,4417,484
51546,Amaretto,80,13
51546,Distilled Spirits,38,1
52060,Misc,69787,4576
52060,Vodka,153488,15670
52060,Tequila,26140,1804
52060,Whisky,340469,25960
52060,Brandy,17313,1470
52060,Rum,125087,8493
52060,Amaretto,4389,577
52060,Distilled Spirits,2139,96
52060,Gin,13116,1232
52060,Schnapps,77861,5954
51445,Whisky,122092,9652
51445,Gin,4343,399
51445,Vodka,37126,3654
51445,Misc,15675,842
51445,Rum,33504,2310
51445,Brandy,3409,283
51445,Tequila,7125,462
51445,Schnapps,10859,892
51445,Amaretto,807,118
51445,Distilled Spirits,534,30
50536,Whisky,249916,18959
50536,Gin,9554,797
50536,Vodka,85651,8801
50536,Misc,44007,2420
50536,Rum,89959,6395
50536,Brandy,12300,1043
50536,Tequila,17839,1010
50536,Schnapps,29145,2361
50536,Amaretto,2275,314
50536,Distilled Spirits,3524,305
50554,Misc,7106,484
50554,Whisky,46205,3694
50554,Gin,2000,218
50554,Vodka,28058,3616
50554,Rum,20100,1474
50554,Brandy,2391,194
50554,Tequila,3585,224
50554,Schnapps,5900,544
50554,Amaretto,355,61
50554,Distilled Spirits,521,24
50025,Misc,8091,545
50025,Whisky,57895,4785
50025,Gin,1893,153
50025,Vodka,23865,3075
50025,Rum,23208,1761
50025,Brandy,3568,335
50025,Tequila,2834,211
50025,Amaretto,1463,194
50025,Schnapps,5787,542
50025,Distilled Spirits,356,18
50212,Misc,4355,293
50212,Whisky,36387,2742
50212,Gin,2609,224
50212,Vodka,16257,1664
50212,Rum,8774,589
50212,Brandy,2160,163
50212,Schnapps,3024,228
50212,Tequila,2949,143
50212,Distilled Spirits,640,29
50212,Amaretto,111,18
52656,Whisky,92525,5288
52656,Gin,3191,198
52656,Vodka,37282,2937
52656,Rum,36239,2268
52656,Brandy,1133,104
52656,Misc,13499,643
52656,Schnapps,22218,1472
52656,Tequila,7698,348
52656,Amaretto,974,89
50629,Misc,3195,230
50629,Whisky,21103,1837
50629,Gin,452,54
50629,Vodka,13730,1406
50629,Rum,8096,567
50629,Brandy,511,48
50629,Tequila,1798,102
50629,Amaretto,285,33
50629,Schnapps,3504,281
50629,Distilled Spirits,60,2
51025,Vodka,33009,3338
51025,Misc,20645,1058
51025,Tequila,7719,355
51025,Whisky,101979,6058
51025,Amaretto,1088,131
51025,Rum,46337,3142
51025,Brandy,4951,437
51025,Schnapps,17608,1230
51025,Gin,5920,498
51025,Distilled Spirits,801,37
50421,Whisky,102106,7181
50421,Gin,3633,275
50421,Vodka,60411,6883
50421,Misc,17856,1025
50421,Rum,45340,3228
50421,Brandy,3106,272
50421,Tequila,12127,879
50421,Amaretto,917,105
50421,Schnapps,12823,973
50421,Distilled Spirits,87,4
50459,Misc,18883,1217
50459,Tequila,10653,855
50459,Whisky,70257,5377
50459,Vodka,39245,4374
50459,Rum,41660,3152
50459,Amaretto,571,68
50459,Gin,5042,379
50459,Brandy,10031,783
50459,Schnapps,10734,733
50459,Distilled Spirits,476,22
50636,Vodka,8786,990
50636,Misc,2941,162
50636,Whisky,14523,1222
50636,Gin,511,59
50636,Rum,4886,330
50636,Brandy,1401,139
50636,Tequila,1174,106
50636,Schnapps,1334,129
50636,Distilled Spirits,113,5
50636,Amaretto,103,17
51338,Whisky,4684,369
51338,Gin,18,3
51338,Vodka,1106,148
51338,Rum,1496,101
51338,Brandy,55,6
51338,Misc,273,12
51338,Schnapps,179,15
51338,Amaretto,47,8
51338,Tequila,149,12
52159,Misc,11168,671
52159,Tequila,3747,272
52159,Whisky,60403,3960
52159,Rum,31511,2164
52159,Distilled Spirits,325,15
52159,Gin,2249,181
52159,Vodka,28794,3184
52159,Brandy,5558,526
52159,Amaretto,824,102
52159,Schnapps,16348,1214
50483,Misc,15775,784
50483,Whisky,94431,6625
50483,Brandy,2242,189
50483,Rum,47560,3086
50483,Gin,2173,149
50483,Vodka,39881,3637
50483,Distilled Spirits,66,3
50483,Tequila,7622,309
50483,Amaretto,884,118
50483,Schnapps,15814,1130
50630,Whisky,14268,1418
50630,Gin,213,26
50630,Vodka,5327,695
50630,Misc,1601,108
50630,Rum,7703,556
50630,Brandy,2996,289
50630,Tequila,693,59
50630,Schnapps,4624,538
50630,Distilled Spirits,122,17
50630,Amaretto,50,8
52314,Misc,288130,23909
52314,Whisky,610724,32552
52314,Brandy,27593,1657
52314,Tequila,250034,11822
52314,Distilled Spirits,156880,21519
52314,Gin,50684,3255
52314,Vodka,378353,29375
52314,Rum,254377,17350
52314,Amaretto,8511,763
52314,Schnapps,190765,13251
51050,Misc,8103,430
51050,Whisky,52974,3634
51050,Vodka,20813,2126
51050,Rum,21700,1315
51050,Gin,1484,137
51050,Distilled Spirits,171,8
51050,Brandy,4219,378
51050,Tequila,1976,120
51050,Schnapps,8210,609
51050,Amaretto,413,65
52004,Misc,2646,139
52004,Whisky,10547,895
52004,Tequila,1261,67
52004,Gin,753,69
52004,Vodka,7815,796
52004,Rum,5932,440
52004,Brandy,2874,149
52004,Schnapps,2692,194
52004,Amaretto,36,5
51521,Misc,28660,1500
51521,Brandy,5395,444
51521,Vodka,50468,4955
51521,Whisky,149024,9148
51521,Gin,4568,421
51521,Rum,63808,4134
51521,Tequila,11299,575
51521,Amaretto,1814,271
51521,Schnapps,27040,1856
51521,Distilled Spirits,2235,107
51246,Misc,21563,1330
51246,Vodka,38960,4105
51246,Whisky,134738,9913
51246,Rum,73602,4764
51246,Schnapps,27377,1937
51246,Tequila,6542,345
51246,Distilled Spirits,947,48
51246,Gin,2017,176
51246,Brandy,8742,787
51246,Amaretto,1837,260
50674,Misc,5774,350
50674,Rum,19484,1480
50674,Whisky,38234,3003
50674,Distilled Spirits,40,2
50674,Gin,1044,87
50674,Vodka,13866,1453
50674,Brandy,3573,359
50674,Tequila,2389,144
50674,Amaretto,401,39
50674,Schnapps,5844,527
52101,Misc,114584,6480
52101,Whisky,385918,24983
52101,Vodka,286025,26132
52101,Rum,172073,11615
52101,Brandy,41729,3383
52101,Tequila,59719,4031
52101,Gin,46876,3236
52101,Distilled Spirits,3837,174
52101,Amaretto,5974,532
52101,Schnapps,64581,4888
51040,Vodka,58169,6239
51040,Tequila,15857,899
51040,Whisky,105305,6679
51040,Misc,20897,1269
51040,Amaretto,721,79
51040,Rum,49550,3493
51040,Brandy,8798,689
51040,Schnapps,20491,1437
51040,Distilled Spirits,1744,76
51040,Gin,4538,434
50514,Rum,8279,652
50514,Misc,3042,163
50514,Whisky,18903,1559
50514,Gin,492,48
50514,Vodka,9298,1084
50514,Brandy,954,93
50514,Tequila,2805,82
50514,Amaretto,59,7
50514,Schnapps,1670,120
50514,Distilled Spirits,563,27
52748,Misc,37114,2350
52748,Vodka,106942,10365
52748,Whisky,145268,9989
52748,Brandy,11163,667
52748,Distilled Spirits,3504,180
52748,Gin,12162,1118
52748,Rum,75788,5347
52748,Tequila,17674,1195
52748,Amaretto,922,83
52748,Schnapps,14433,1114
51245,Tequila,2542,131
51245,Amaretto,336,50
52040,Misc,32938,2589
52040,Whisky,226983,19930
52040,Gin,6419,635
52040,Vodka,70304,7516
52040,Rum,62206,4476
52040,Brandy,6490,542
52040,Tequila,9548,702
52040,Schnapps,25335,2301
52040,Amaretto,1601,194
52040,Distilled Spirits,948,60
52591,Brandy,3777,358
52591,Rum,16339,1362
52591,Misc,9451,584
52591,Whisky,48577,3773
52591,Gin,1833,185
52591,Vodka,19376,2382
52591,Tequila,4674,398
52591,Amaretto,583,78
52591,Schnapps,11948,1049
52591,Distilled Spirits,312,15
51455,Misc,6515,376
51455,Whisky,44040,3146
51455,Rum,21062,1360
51455,Distilled Spirits,239,11
51455,Gin,859,68
51455,Vodka,15976,1375
51455,Brandy,1896,183
51455,Tequila,1617,98
51455,Amaretto,239,23
51455,Schnapps,4237,316
51108,Misc,63567,3908
51108,Whisky,234176,16426
51108,Vodka,171756,16073
51108,Rum,117534,8395
51108,Brandy,25950,1519
51108,Tequila,48436,3395
51108,Gin,15499,1436
51108,Distilled Spirits,3466,151
51108,Amaretto,1948,175
51108,Schnapps,24237,1625
52803,Whisky,177067,10388
52803,Gin,38293,3043
52803,Vodka,272171,20612
52803,Rum,54957,3697
52803,Brandy,180806,6818
52803,Misc,19469,903
52803,Schnapps,8656,498
52803,Tequila,64583,2078
50851,Brandy,1185,107
50851,Tequila,4353,240
50851,Whisky,19996,1258
50851,Gin,631,56
50851,Vodka,9581,1264
50851,Misc,3398,220
50851,Rum,3740,249
50851,Amaretto,509,33
50851,Schnapps,1855,166
51023,Brandy,3209,277
51023,Whisky,57899,4878
51023,Gin,1040,108
51023,Vodka,21580,2178
51023,Misc,5492,321
51023,Rum,18963,1336
51023,Amaretto,314,34
51023,Schnapps,9815,646
51023,Tequila,6613,243
50659,Misc,17228,1087
50659,Whisky,86945,7967
50659,Rum,35118,2507
50659,Vodka,43107,5423
50659,Tequila,6114,373
50659,Gin,1808,202
50659,Brandy,5754,555
50659,Amaretto,658,90
50659,Schnapps,13844,1084
50659,Distilled Spirits,619,27
52401,Gin,65440,3481
52401,Whisky,712645,29770
52401,Vodka,494515,31298
52401,Misc,266925,14178
52401,Amaretto,10044,803
52401,Brandy,35137,1293
52401,Tequila,153807,5737
52401,Distilled Spirits,30852,3772
52401,Rum,266590,17514
52401,Schnapps,185972,12079
52052,Misc,17182,1103
52052,Whisky,101376,6679
52052,Gin,4362,312
52052,Vodka,44725,4694
52052,Rum,45782,2979
52052,Brandy,2578,228
52052,Tequila,7917,436
52052,Amaretto,535,84
52052,Schnapps,18576,1499
52052,Distilled Spirits,620,31
50574,Misc,11486,659
50574,Whisky,76436,6731
50574,Rum,29440,2337
50574,Tequila,4256,269
50574,Gin,5170,583
50574,Vodka,36088,4261
50574,Brandy,3499,293
50574,Amaretto,1238,160
50574,Schnapps,8137,645
50574,Distilled Spirits,504,24
50644,Misc,68840,4089
50644,Rum,117102,8508
50644,Brandy,14533,1219
50644,Vodka,149503,14698
50644,Schnapps,44563,3084
50644,Tequila,61207,5064
50644,Whisky,300115,20411
50644,Gin,12837,1105
50644,Amaretto,3175,313
50644,Distilled Spirits,4220,272
51023,Distilled Spirits,6,0
52076,Rum,11995,893
52076,Whisky,24871,1881
52076,Gin,989,112
52076,Vodka,11975,1441
52076,Misc,3482,235
52076,Brandy,1585,151
52076,Tequila,1699,116
52076,Amaretto,224,26
52076,Schnapps,5002,424
52076,Distilled Spirits,387,16
50651,Brandy,2801,256
50651,Tequila,4470,254
50651,Whisky,53238,3714
50651,Gin,1556,126
50651,Vodka,22827,2262
50651,Misc,9426,482
50651,Rum,16576,1217
50651,Amaretto,986,84
50651,Schnapps,10959,912
50651,Distilled Spirits,417,20
51103,Vodka,360986,26129
51103,Whisky,576310,29635
51103,Misc,187571,9872
51103,Amaretto,7527,605
51103,Tequila,193130,8297
51103,Brandy,150598,6537
51103,Rum,261598,17411
51103,Distilled Spirits,3934,260
51103,Gin,47777,3413
51103,Schnapps,146229,8990
52338,Misc,24968,1259
52338,Vodka,21941,1652
52338,Whisky,137308,4466
52338,Amaretto,175,17
52338,Tequila,3272,167
52338,Rum,19326,957
52338,Brandy,10043,280
52338,Gin,5689,258
52338,Schnapps,3067,232
52338,Distilled Spirits,861,40
50156,Brandy,1493,138
50156,Rum,12487,876
50156,Misc,4642,339
50156,Whisky,31737,2191
50156,Gin,1543,142
50156,Vodka,19182,1962
50156,Tequila,4913,403
50156,Schnapps,2423,257
50156,Amaretto,228,35
50156,Distilled Spirits,252,12
51230,Whisky,57,6
51230,Vodka,9,0
51230,Rum,85,7
51230,Amaretto,2,0
50517,Misc,30033,1446
50517,Vodka,45493,3744
50517,Tequila,10915,562
50517,Whisky,133312,8813
50517,Amaretto,1210,138
50517,Rum,52973,3357
50517,Schnapps,18487,1277
50517,Brandy,5192,423
50517,Distilled Spirits,1259,53
50517,Gin,3731,299
50569,Rum,2780,178
50569,Whisky,8532,685
50569,Gin,19,1
50569,Vodka,2965,320
50569,Misc,894,53
50569,Brandy,142,12
50569,Tequila,297,20
50569,Schnapps,345,24
50569,Amaretto,22,4
51053,Whisky,2797,244
51053,Gin,248,32
51053,Vodka,1783,259
51053,Misc,528,48
51053,Rum,2384,187
51053,Brandy,49,5
51053,Schnapps,597,46
51053,Amaretto,40,7
51053,Tequila,232,12
50563,Whisky,52032,4039
50563,Gin,855,58
50563,Vodka,27822,2992
50563,Misc,8176,476
50563,Rum,28395,1924
50563,Brandy,1658,148
50563,Tequila,6366,323
50563,Schnapps,6151,477
50563,Amaretto,650,100
50163,Misc,10936,507
50163,Vodka,22940,2014
50163,Whisky,48629,2820
50163,Rum,24600,1588
50163,Tequila,4324,222
50163,Distilled Spirits,1215,58
50163,Gin,1318,133
50163,Brandy,1943,177
50163,Amaretto,467,42
50163,Schnapps,10177,776
52327,Misc,12555,516
52327,Whisky,81422,4396
52327,Brandy,4089,199
52327,Rum,28808,1992
52327,Tequila,9735,310
52327,Vodka,56577,4056
52327,Gin,7766,400
52327,Amaretto,853,53
52327,Schnapps,3524,258
52361,Whisky,110422,7886
52361,Misc,16995,1079
52361,Rum,33039,2511
52361,Tequila,7655,533
52361,Gin,3437,251
52361,Vodka,57653,5726
52361,Brandy,4254,358
52361,Amaretto,891,101
52361,Schnapps,13911,1199
52361,Distilled Spirits,625,33
52317,Misc,86979,5116
52317,Whisky,353217,18582
52317,Brandy,57258,2711
52317,Rum,149819,10501
52317,Vodka,323774,25995
52317,Gin,36896,2521
52317,Distilled Spirits,4215,201
52317,Tequila,60011,3712
