city,category,sale.dollars,sale.volume
Palo,Rum,11580,749
Palo,Brandy,1627,125
Palo,Tequila,2248,200
Palo,Amaretto,108,11
Palo,Schnapps,4496,322
Palo,Distilled Spirits,142,12
Sloan,Misc,2865,115
Sloan,Rum,12146,789
Sloan,Whisky,29154,1786
Sloan,Gin,672,44
Sloan,Vodka,18172,1734
Sloan,Brandy,2053,168
Sloan,Schnapps,2147,158
Sloan,Tequila,3862,155
Windsor Heights,Whisky,22142,1189
Windsor Heights,Gin,262,17
Windsor Heights,Vodka,19619,1975
Windsor Heights,Rum,6429,380
Windsor Heights,Brandy,6802,230
Windsor Heights,Misc,1096,43
Windsor Heights,Schnapps,381,20
Windsor Heights,Tequila,2247,87
Buffalo Center,Amaretto,62,9
Buffalo Center,Misc,5041,261
Buffalo Center,Vodka,14592,1663
Buffalo Center,Whisky,25999,2311
Buffalo Center,Tequila,1489,110
Buffalo Center,Gin,552,65
Buffalo Center,Rum,9248,640
Buffalo Center,Brandy,874,78
Buffalo Center,Schnapps,2522,180
Buffalo Center,Distilled Spirits,141,6
Garner,Rum,27256,1899
Garner,Whisky,63665,5238
Garner,Gin,1935,191
Garner,Vodka,35795,3757
Garner,Misc,8831,565
Garner,Brandy,4569,423
Garner,Tequila,5828,413
Garner,Amaretto,364,48
Garner,Schnapps,5892,498
Garner,Distilled Spirits,1086,49
Pomeroy,Whisky,1781,158
Pomeroy,Vodka,765,96
Pomeroy,Misc,108,5
Pomeroy,Rum,1734,125
Pomeroy,Brandy,91,7
Pomeroy,Amaretto,151,13
Pomeroy,Schnapps,51,4
Pomeroy,Tequila,37,2
Fayette,Misc,5661,302
Fayette,Whisky,30919,2040
Fayette,Vodka,20703,1861
Fayette,Distilled Spirits,402,20
Fayette,Gin,953,72
Fayette,Rum,19164,1427
Fayette,Brandy,1333,84
Fayette,Tequila,2565,119
Fayette,Schnapps,5281,409
Fayette,Amaretto,169,24
Coon Rapids,Whisky,25815,1659
Coon Rapids,Gin,779,67
Coon Rapids,Vodka,14163,1496
Coon Rapids,Misc,2545,172
Coon Rapids,Rum,13376,870
Coon Rapids,Brandy,789,59
Coon Rapids,Tequila,1470,64
Coon Rapids,Schnapps,2828,219
Coon Rapids,Amaretto,204,29
West Liberty,Misc,13831,718
West Liberty,Whisky,54716,2987
West Liberty,Gin,2660,200
West Liberty,Vodka,37486,3166
West Liberty,Rum,21262,1380
West Liberty,Brandy,8421,367
West Liberty,Tequila,22949,966
West Liberty,Schnapps,6083,416
West Liberty,Distilled Spirits,653,31
West Liberty,Amaretto,629,40
Sanborn,Misc,4076,228
Sanborn,Tequila,2016,156
Sanborn,Vodka,9513,1059
Sanborn,Whisky,32761,2889
Sanborn,Rum,10773,742
Sanborn,Gin,357,45
Sanborn,Brandy,809,85
Sanborn,Amaretto,183,21
Sanborn,Schnapps,4957,376
Sanborn,Distilled Spirits,164,8
Okoboji,Whisky,11737,837
Okoboji,Gin,445,25
Okoboji,Vodka,10031,941
Okoboji,Rum,3836,230
Okoboji,Brandy,261,21
Okoboji,Misc,1431,59
Okoboji,Schnapps,820,55
Okoboji,Tequila,672,24
Winthrop,Distilled Spirits,323,15
Treynor,Rum,3589,257
Treynor,Whisky,11150,657
Treynor,Gin,231,19
Treynor,Vodka,6708,765
Treynor,Brandy,170,9
Treynor,Tequila,1826,83
Treynor,Misc,1101,55
Treynor,Distilled Spirits,113,4
Treynor,Amaretto,97,14
Treynor,Schnapps,516,40
Tiffin,Amaretto,18,3
Tiffin,Distilled Spirits,38,1
Malvern,Misc,2672,104
Malvern,Whisky,15138,992
Malvern,Gin,187,15
Malvern,Vodka,7013,758
Malvern,Rum,3280,192
Malvern,Brandy,179,16
Malvern,Tequila,805,55
Malvern,Distilled Spirits,101,4
Malvern,Schnapps,655,44
Malvern,Amaretto,18,3
Polk City,Distilled Spirits,207,9
Polk City,Amaretto,430,28
Dows,Rum,2401,152
Dows,Whisky,9896,760
Dows,Gin,85,8
Dows,Vodka,5037,615
Dows,Brandy,133,9
Dows,Tequila,1166,58
Dows,Misc,634,36
Dows,Schnapps,413,29
Dows,Distilled Spirits,159,7
Dows,Amaretto,12,2
Oakland,Distilled Spirits,654,27
Huxley,Rum,12538,824
Huxley,Misc,3652,162
Huxley,Whisky,30039,1773
Huxley,Gin,1351,91
Huxley,Vodka,21500,1815
Huxley,Brandy,689,34
Huxley,Tequila,4682,264
Huxley,Schnapps,1005,67
Huxley,Distilled Spirits,268,10
Huxley,Amaretto,34,7
Grand Junction,Rum,2231,154
Grand Junction,Whisky,10634,725
Grand Junction,Gin,60,5
Grand Junction,Vodka,4738,514
Grand Junction,Brandy,209,14
Grand Junction,Tequila,503,24
Grand Junction,Misc,719,36
Grand Junction,Schnapps,573,42
Grand Junction,Distilled Spirits,412,18
Grand Junction,Amaretto,17,3
Exira,Misc,1975,79
Exira,Rum,7387,471
Exira,Whisky,13835,1011
Exira,Gin,135,9
Exira,Vodka,7438,852
Exira,Brandy,148,11
Exira,Tequila,597,26
Exira,Schnapps,259,22
Exira,Amaretto,18,3
Nora Springs,Misc,1216,56
Nora Springs,Rum,3911,253
Nora Springs,Whisky,12175,1009
Nora Springs,Gin,106,8
Nora Springs,Vodka,7460,905
Nora Springs,Brandy,662,30
Nora Springs,Tequila,738,36
Nora Springs,Schnapps,625,43
Nora Springs,Distilled Spirits,47,1
Akron,Whisky,13447,926
Akron,Gin,120,9
Akron,Vodka,7731,926
Akron,Rum,5343,356
Akron,Brandy,318,28
Akron,Tequila,733,37
Akron,Misc,1768,78
Akron,Schnapps,1471,118
Akron,Amaretto,101,16
Akron,Distilled Spirits,38,1
Gilmore City,Rum,3578,253
Gilmore City,Whisky,7291,485
Gilmore City,Gin,147,11
Gilmore City,Vodka,5810,733
Gilmore City,Brandy,402,33
Gilmore City,Tequila,1339,62
Gilmore City,Misc,525,21
Gilmore City,Distilled Spirits,192,8
Gilmore City,Amaretto,18,3
Gilmore City,Schnapps,193,18
Ely,Misc,877,35
Ely,Whisky,13298,772
Ely,Rum,5627,359
Ely,Gin,157,10
Ely,Vodka,9019,924
Ely,Brandy,372,18
Ely,Tequila,791,40
Ely,Schnapps,219,19
Ely,Distilled Spirits,281,13
Ely,Amaretto,6,1
Afton,Rum,3366,194
Afton,Misc,2469,140
Afton,Whisky,17687,1119
Afton,Gin,130,15
Afton,Vodka,5602,738
Afton,Brandy,473,40
Afton,Tequila,1107,55
Afton,Amaretto,280,34
Afton,Schnapps,735,53
Afton,Distilled Spirits,150,6
Saint Ansgar,Distilled Spirits,76,2
Preston,Misc,1265,72
Preston,Whisky,3428,269
Preston,Gin,46,7
Preston,Vodka,1990,235
Preston,Rum,1661,106
Preston,Brandy,151,14
Preston,Tequila,149,13
Preston,Amaretto,177,26
Preston,Schnapps,1258,103
Preston,Distilled Spirits,18,1
Clarksville,Whisky,16555,1325
Clarksville,Gin,449,41
Clarksville,Vodka,6844,854
Clarksville,Misc,1192,54
Clarksville,Rum,6719,447
Clarksville,Brandy,2468,238
Clarksville,Schnapps,5110,417
Clarksville,Distilled Spirits,436,20
Clarksville,Amaretto,51,8
Clarksville,Tequila,802,50
Scranton,Whisky,10129,652
Scranton,Gin,116,11
Scranton,Vodka,4297,461
Scranton,Rum,4121,293
Scranton,Brandy,76,7
Scranton,Tequila,556,29
Scranton,Misc,904,38
Scranton,Schnapps,428,31
Scranton,Distilled Spirits,151,6
Scranton,Amaretto,16,2
Bellevue,Distilled Spirits,664,29
Delmar,Whisky,4360,281
Delmar,Gin,42,2
Delmar,Vodka,3611,398
Delmar,Rum,1192,83
Delmar,Brandy,309,26
Delmar,Tequila,1031,47
Delmar,Misc,373,21
Delmar,Schnapps,158,17
Delmar,Distilled Spirits,151,6
Delmar,Amaretto,12,2
Glidden,Whisky,12785,918
Glidden,Gin,171,13
Glidden,Vodka,7181,687
Glidden,Misc,814,47
Glidden,Rum,6059,380
Glidden,Brandy,119,12
Glidden,Tequila,642,34
Glidden,Schnapps,391,31
Glidden,Distilled Spirits,89,3
Glidden,Amaretto,34,5
Walker,Rum,3587,257
Walker,Whisky,8720,584
Walker,Gin,277,20
Walker,Vodka,4045,456
Walker,Brandy,1269,104
Walker,Tequila,592,20
Walker,Misc,993,43
Walker,Schnapps,716,45
Walker,Distilled Spirits,900,33
Walker,Amaretto,36,5
Colo,Whisky,21491,1498
Colo,Misc,1126,52
Colo,Rum,5456,358
Colo,Gin,143,9
Colo,Vodka,8667,971
Colo,Brandy,207,12
Colo,Tequila,805,35
Colo,Schnapps,813,73
Colo,Distilled Spirits,249,9
Colo,Amaretto,109,15
Urbana,Misc,2583,94
Urbana,Whisky,13717,905
Urbana,Gin,145,11
Urbana,Vodka,10145,1149
Urbana,Rum,7137,455
Urbana,Brandy,273,22
Urbana,Amaretto,20,3
Urbana,Schnapps,449,44
Urbana,Distilled Spirits,76,2
Urbana,Tequila,380,17
Buffalo,Misc,1213,51
Buffalo,Rum,6392,419
Buffalo,Whisky,12023,803
Buffalo,Gin,135,7
Buffalo,Vodka,10162,1081
Buffalo,Brandy,93,4
Buffalo,Tequila,979,42
Buffalo,Schnapps,1674,116
Buffalo,Distilled Spirits,748,34
Buffalo,Amaretto,39,6
Sheffield,Rum,3279,209
Sheffield,Whisky,9589,668
Sheffield,Gin,365,35
Sheffield,Vodka,8176,928
Sheffield,Brandy,825,71
Sheffield,Tequila,430,32
Sheffield,Misc,453,22
Sheffield,Distilled Spirits,95,4
Sheffield,Amaretto,36,5
Sheffield,Schnapps,859,107
Donnellson,Misc,1392,58
Donnellson,Rum,3414,235
Donnellson,Whisky,8717,441
Donnellson,Gin,113,9
Donnellson,Vodka,4861,485
Donnellson,Brandy,224,18
Donnellson,Tequila,596,30
Donnellson,Schnapps,861,53
Donnellson,Amaretto,12,2
Donnellson,Distilled Spirits,113,3
Goldfield,Whisky,8812,592
Goldfield,Gin,35,2
Goldfield,Vodka,6951,887
Goldfield,Rum,2402,155
Goldfield,Brandy,143,13
Goldfield,Misc,683,29
Goldfield,Schnapps,704,40
Goldfield,Amaretto,12,2
Goldfield,Tequila,437,12
Traer,Whisky,39718,3227
Traer,Gin,2112,196
Traer,Vodka,22802,2464
Traer,Misc,7145,467
Traer,Rum,15199,1086
Traer,Brandy,2402,211
Traer,Tequila,2466,179
Traer,Amaretto,150,20
Traer,Schnapps,3283,294
Traer,Distilled Spirits,165,8
Mechanicsville,Misc,715,33
Mechanicsville,Rum,4241,270
Mechanicsville,Whisky,11529,733
Mechanicsville,Gin,276,19
Mechanicsville,Vodka,7214,683
Mechanicsville,Brandy,352,22
Mechanicsville,Tequila,870,30
Mechanicsville,Schnapps,2396,155
Mechanicsville,Distilled Spirits,497,22
Mechanicsville,Amaretto,18,3
Ireton,Misc,503,22
Ireton,Whisky,8191,502
Ireton,Gin,324,17
Ireton,Vodka,1353,142
Ireton,Rum,3913,254
Ireton,Brandy,336,38
Ireton,Amaretto,115,14
Ireton,Schnapps,1115,78
Ireton,Tequila,237,8
Durant,Whisky,29466,2256
Durant,Gin,1437,174
Durant,Vodka,16521,1806
Durant,Misc,3782,299
Durant,Rum,10763,760
Durant,Brandy,1357,125
Durant,Tequila,1470,118
Durant,Schnapps,3740,329
Durant,Amaretto,627,67
Durant,Distilled Spirits,298,14
Sutherland,Misc,2064,118
Sutherland,Rum,7346,538
Sutherland,Whisky,19371,1561
Sutherland,Gin,517,59
Sutherland,Vodka,7203,699
Sutherland,Brandy,337,24
Sutherland,Tequila,1506,98
Sutherland,Schnapps,2285,151
Sutherland,Amaretto,55,8
Sutherland,Distilled Spirits,178,9
Allison,Rum,12220,922
Allison,Whisky,33315,2712
Allison,Gin,263,25
Allison,Vodka,17988,2184
Allison,Brandy,2385,209
Allison,Tequila,1334,84
Allison,Misc,3802,220
Allison,Distilled Spirits,428,18
Allison,Amaretto,53,8
Allison,Schnapps,3424,313
Hamburg,Rum,5007,275
Hamburg,Whisky,8931,592
Hamburg,Gin,70,8
Hamburg,Vodka,3523,365
Hamburg,Misc,1100,46
Hamburg,Brandy,124,7
Hamburg,Tequila,386,17
Hamburg,Schnapps,575,30
Hamburg,Distilled Spirits,726,34
Hamburg,Amaretto,24,4
Whittemore,Rum,2786,211
Whittemore,Whisky,4487,348
Whittemore,Gin,82,9
Whittemore,Vodka,1568,150
Whittemore,Misc,2291,109
Whittemore,Brandy,109,6
Whittemore,Schnapps,1432,111
Whittemore,Tequila,497,20
Whittemore,Amaretto,54,7
Whittemore,Distilled Spirits,38,2
Slater,Rum,6146,400
Slater,Whisky,19447,1184
Slater,Gin,104,6
Slater,Vodka,13971,1391
Slater,Brandy,171,12
Slater,Tequila,551,25
Slater,Misc,1833,88
Slater,Schnapps,506,42
Slater,Distilled Spirits,564,24
Slater,Amaretto,117,17
Woodward,Misc,1325,96
Woodward,Whisky,12956,885
Woodward,Gin,40,3
Woodward,Vodka,7871,801
Woodward,Rum,5058,342
Woodward,Brandy,134,7
Woodward,Tequila,413,18
Woodward,Schnapps,357,26
Woodward,Distilled Spirits,333,15
Woodward,Amaretto,7,1
Farmington,Whisky,15272,972
Farmington,Gin,254,18
Farmington,Vodka,5190,607
Farmington,Rum,2626,163
Farmington,Brandy,158,11
Farmington,Misc,1116,52
Farmington,Tequila,772,40
Farmington,Schnapps,1907,116
Farmington,Distilled Spirits,307,15
Farmington,Amaretto,41,4
Grand Mound,Whisky,15887,1163
Grand Mound,Gin,410,43
Grand Mound,Vodka,7217,752
Grand Mound,Rum,6083,365
Grand Mound,Brandy,582,45
Grand Mound,Tequila,841,39
Grand Mound,Misc,1822,88
Grand Mound,Schnapps,4292,453
Grand Mound,Amaretto,106,17
Farley,Whisky,13997,1018
Farley,Gin,107,12
Farley,Vodka,7236,773
Farley,Misc,807,39
Farley,Rum,5328,332
Farley,Brandy,85,7
Farley,Schnapps,1134,108
Farley,Amaretto,37,6
Farley,Distilled Spirits,19,0
Farley,Tequila,311,11
Rock Valley,Rum,31625,2029
Rock Valley,Whisky,48714,3416
Rock Valley,Gin,566,48
Rock Valley,Vodka,20014,2113
Rock Valley,Misc,7105,340
Rock Valley,Brandy,2266,156
Rock Valley,Tequila,8798,303
Rock Valley,Amaretto,666,66
Rock Valley,Schnapps,8875,582
Rock Valley,Distilled Spirits,79,2
Pacific Junction,Misc,8587,428
Pacific Junction,Whisky,46552,2828
Pacific Junction,Vodka,16577,1577
Pacific Junction,Rum,10438,742
Pacific Junction,Schnapps,5209,373
Pacific Junction,Distilled Spirits,1163,47
Pacific Junction,Gin,925,70
Pacific Junction,Brandy,1447,102
Pacific Junction,Tequila,4537,217
Pacific Junction,Amaretto,298,30
Fonda,Rum,6689,437
Fonda,Whisky,4961,378
Fonda,Gin,68,4
Fonda,Vodka,2232,281
Fonda,Brandy,29,1
Fonda,Misc,462,22
Fonda,Tequila,224,9
Fonda,Schnapps,228,15
Fonda,Amaretto,36,5
Fontanelle,Misc,3199,211
Fontanelle,Gin,225,19
Fontanelle,Rum,4422,315
Fontanelle,Brandy,2792,260
Fontanelle,Amaretto,342,49
Fontanelle,Distilled Spirits,944,81
Maxwell,Rum,4414,273
Maxwell,Whisky,18549,1434
Maxwell,Gin,74,5
Maxwell,Vodka,5169,540
Maxwell,Brandy,1054,88
Maxwell,Misc,747,37
Maxwell,Tequila,400,18
Maxwell,Schnapps,683,68
Maxwell,Distilled Spirits,322,14
Maxwell,Amaretto,30,4
Van Meter,Rum,2930,194
Van Meter,Misc,621,32
Van Meter,Whisky,8268,505
Van Meter,Gin,143,11
Van Meter,Vodka,5150,579
Van Meter,Brandy,145,10
Van Meter,Tequila,348,15
Van Meter,Schnapps,264,18
Van Meter,Distilled Spirits,249,11
Van Meter,Amaretto,30,4
Sully,Rum,3732,232
Sully,Whisky,5614,349
Sully,Gin,66,5
Sully,Vodka,2670,241
Sully,Brandy,346,31
Sully,Tequila,511,17
Sully,Misc,420,19
Sully,Schnapps,919,64
Sully,Distilled Spirits,75,3
Sully,Amaretto,50,8
Carter Lake,Whisky,27276,1623
Carter Lake,Gin,1172,92
Carter Lake,Vodka,20180,1971
Carter Lake,Rum,14397,865
Carter Lake,Brandy,4517,265
Carter Lake,Misc,4348,174
Carter Lake,Tequila,2419,118
Carter Lake,Schnapps,1925,130
Swea City,Misc,3463,190
Swea City,Whisky,19273,1548
Swea City,Tequila,1302,71
Swea City,Vodka,8881,943
Swea City,Distilled Spirits,673,32
Swea City,Gin,658,59
Swea City,Rum,8570,645
Swea City,Brandy,2086,203
Swea City,Amaretto,214,11
Swea City,Schnapps,2134,160
Jewell,Rum,5065,392
Jewell,Misc,1089,55
Jewell,Whisky,10465,923
Jewell,Gin,151,8
Jewell,Vodka,10034,1338
Jewell,Brandy,439,17
Jewell,Schnapps,505,37
Jewell,Distilled Spirits,310,14
Jewell,Amaretto,41,6
Jewell,Tequila,703,32
Prairie City,Rum,3037,195
Prairie City,Whisky,9755,659
Prairie City,Gin,131,7
Prairie City,Vodka,7447,957
Prairie City,Misc,942,45
Prairie City,Brandy,131,8
Prairie City,Schnapps,466,32
Prairie City,Distilled Spirits,57,1
Prairie City,Tequila,216,9
Wellsburg,Rum,2633,175
Wellsburg,Whisky,7385,617
Wellsburg,Gin,114,15
Wellsburg,Vodka,6214,760
Wellsburg,Brandy,129,11
Wellsburg,Misc,653,32
Wellsburg,Schnapps,358,28
Wellsburg,Distilled Spirits,388,17
Wellsburg,Tequila,184,6
Peosta,Misc,1039,46
Peosta,Whisky,14269,903
Peosta,Gin,245,15
Peosta,Vodka,8985,810
Peosta,Rum,4888,306
Peosta,Brandy,833,30
Peosta,Schnapps,1067,64
Peosta,Distilled Spirits,564,25
Peosta,Amaretto,24,4
Peosta,Tequila,564,18
Bevington,Rum,5410,364
Bevington,Whisky,16611,1141
Bevington,Gin,500,33
Bevington,Vodka,9622,868
Bevington,Brandy,204,12
Bevington,Misc,2629,107
Bevington,Schnapps,710,46
Bevington,Tequila,577,22
West Point,Distilled Spirits,11,0
Adel,Distilled Spirits,1626,69
West Union,Distilled Spirits,335,14
Baldwin,Misc,2588,111
Baldwin,Tequila,385,18
Baldwin,Whisky,14921,1173
Baldwin,Gin,353,46
Baldwin,Vodka,5141,615
Baldwin,Distilled Spirits,196,10
Baldwin,Rum,2259,137
Baldwin,Brandy,622,45
Baldwin,Amaretto,43,4
Baldwin,Schnapps,1762,126
Adair,Amaretto,18,3
Bondurant,Whisky,36289,2367
Bondurant,Misc,4296,300
Bondurant,Brandy,3315,155
Bondurant,Gin,606,45
Bondurant,Vodka,21081,1943
Bondurant,Rum,12295,792
Bondurant,Tequila,2395,128
Bondurant,Amaretto,135,18
Bondurant,Schnapps,1964,161
Bondurant,Distilled Spirits,367,17
Fort Atkinson,Distilled Spirits,27,1
Elma,Misc,4635,237
Elma,Rum,16815,1082
Elma,Whisky,23991,1803
Elma,Gin,329,30
Elma,Vodka,13836,1433
Elma,Brandy,4462,409
Elma,Tequila,1577,117
Elma,Amaretto,142,20
Elma,Schnapps,9261,830
Elma,Distilled Spirits,440,21
Hudson,Rum,5738,364
Hudson,Whisky,15449,890
Hudson,Gin,377,34
Hudson,Vodka,7292,788
Hudson,Brandy,352,22
Hudson,Misc,909,37
Hudson,Tequila,519,25
Hudson,Schnapps,708,56
Hudson,Distilled Spirits,572,25
Hudson,Amaretto,58,8
Dakota City,Whisky,4073,273
Dakota City,Gin,54,3
Dakota City,Vodka,5695,708
Dakota City,Rum,1807,146
Dakota City,Brandy,161,15
Dakota City,Misc,393,16
Dakota City,Schnapps,156,15
Dakota City,Amaretto,25,4
Dakota City,Distilled Spirits,38,1
Dakota City,Tequila,358,14
Early,Rum,3153,215
Early,Whisky,8240,497
Early,Gin,146,11
Early,Vodka,3821,486
Early,Brandy,162,12
Early,Tequila,2673,118
Early,Misc,763,34
Early,Schnapps,367,26
Early,Amaretto,50,8
Early,Distilled Spirits,76,2
Lamoni,Amaretto,62,5
Lamoni,Distilled Spirits,113,4
Bussey,Misc,232,10
Bussey,Gin,14,2
De Soto,Distilled Spirits,982,45
Nashua,Whisky,14253,1118
Nashua,Gin,166,17
Nashua,Vodka,5853,693
Nashua,Misc,2724,180
Nashua,Rum,7734,620
Nashua,Brandy,2284,227
Nashua,Schnapps,3075,321
Nashua,Distilled Spirits,454,25
Nashua,Tequila,809,52
Lovilia,Rum,1151,79
Lovilia,Misc,588,21
Lovilia,Whisky,3683,186
Lovilia,Gin,30,2
Lovilia,Vodka,1336,128
Lovilia,Brandy,47,4
Lovilia,Tequila,202,12
Lovilia,Schnapps,209,16
Lovilia,Distilled Spirits,169,8
Grand Mound,Distilled Spirits,35,2
Murray,Tequila,106,5
Murray,Whisky,723,49
Murray,Gin,16,2
Murray,Vodka,191,18
Murray,Misc,97,8
Murray,Rum,265,19
Murray,Brandy,41,4
Murray,Schnapps,133,12
Lisbon,Misc,6161,513
Lisbon,Tequila,2885,212
Lisbon,Whisky,31123,2143
Lisbon,Vodka,18949,1809
Lisbon,Rum,9500,664
Lisbon,Gin,3253,349
Lisbon,Brandy,918,84
Lisbon,Amaretto,156,13
Lisbon,Schnapps,3027,208
Lisbon,Distilled Spirits,538,25
Rolfe,Rum,3884,239
Rolfe,Whisky,9776,573
Rolfe,Gin,88,9
Rolfe,Vodka,3569,378
Rolfe,Misc,1720,80
Rolfe,Brandy,100,11
Rolfe,Tequila,482,20
Rolfe,Schnapps,1812,138
Rolfe,Distilled Spirits,192,9
Rolfe,Amaretto,74,13
Harpers Ferry,Rum,2851,228
Harpers Ferry,Whisky,6876,525
Harpers Ferry,Gin,197,13
Harpers Ferry,Vodka,3712,368
Harpers Ferry,Brandy,208,21
Harpers Ferry,Tequila,415,18
Harpers Ferry,Misc,1546,114
Harpers Ferry,Schnapps,1451,97
Harpers Ferry,Distilled Spirits,19,1
Earlham,Rum,4242,266
Earlham,Whisky,6909,411
Earlham,Gin,183,10
Earlham,Vodka,5622,683
Earlham,Brandy,102,5
Earlham,Misc,1438,71
Earlham,Tequila,439,23
Earlham,Schnapps,239,18
Earlham,Distilled Spirits,192,9
Earlham,Amaretto,1,0
Granger,Rum,3829,284
Granger,Whisky,11316,798
Granger,Gin,90,5
Granger,Vodka,6993,862
Granger,Brandy,640,62
Granger,Tequila,1409,136
Granger,Misc,735,34
Granger,Schnapps,441,32
Granger,Distilled Spirits,236,11
Granger,Amaretto,12,2
Primghar,Distilled Spirits,34,2
Coon Rapids,Distilled Spirits,589,28
Saint Charles,Rum,1901,111
Saint Charles,Whisky,10822,833
Saint Charles,Gin,492,38
Saint Charles,Vodka,3803,377
Saint Charles,Brandy,38,3
Saint Charles,Tequila,572,24
Saint Charles,Misc,694,24
Saint Charles,Schnapps,241,13
Saint Charles,Distilled Spirits,222,10
Saint Charles,Amaretto,12,2
Zwingle,Misc,820,35
Zwingle,Rum,4008,257
Zwingle,Whisky,10413,646
Zwingle,Gin,75,9
Zwingle,Vodka,6166,568
Zwingle,Brandy,640,22
Zwingle,Schnapps,1791,94
Zwingle,Tequila,573,14
Zwingle,Distilled Spirits,222,10
Zwingle,Amaretto,25,4
Harpers Ferry,Amaretto,18,1
Graettinger,Misc,1250,68
Graettinger,Whisky,14165,1092
Graettinger,Gin,371,30
Graettinger,Vodka,6524,752
Graettinger,Rum,6027,435
Graettinger,Brandy,282,20
Graettinger,Tequila,947,57
Graettinger,Amaretto,326,49
Graettinger,Schnapps,1953,148
Larchwood,Distilled Spirits,452,21
Elkader,Misc,3659,230
Elkader,Vodka,7862,779
Elkader,Whisky,18848,1259
Elkader,Tequila,976,38
Elkader,Rum,6303,406
Elkader,Gin,985,62
Elkader,Brandy,558,53
Elkader,Amaretto,292,40
Elkader,Schnapps,3384,240
Elkader,Distilled Spirits,227,10
Princeton,Rum,3529,252
Princeton,Whisky,5140,352
Princeton,Gin,58,5
Princeton,Vodka,5555,664
Princeton,Brandy,163,10
Princeton,Tequila,185,10
Princeton,Misc,616,24
Princeton,Schnapps,685,69
Princeton,Distilled Spirits,351,16
Princeton,Amaretto,30,5
Aurelia,Rum,1508,94
Aurelia,Whisky,3788,280
Aurelia,Gin,85,3
Aurelia,Vodka,2248,237
Aurelia,Brandy,71,6
Aurelia,Misc,421,17
Aurelia,Schnapps,109,7
Aurelia,Distilled Spirits,56,3
Aurelia,Tequila,181,5
Nashua,Amaretto,30,5
Springville,Rum,2747,171
Springville,Whisky,7076,568
Springville,Gin,116,7
Springville,Vodka,4593,525
Springville,Brandy,128,9
Springville,Misc,446,26
Springville,Schnapps,573,48
Springville,Distilled Spirits,268,12
Springville,Tequila,516,20
Hazleton,Vodka,4733,416
Hazleton,Misc,1081,53
Hazleton,Whisky,12063,798
Hazleton,Tequila,1599,62
Hazleton,Gin,344,26
Hazleton,Rum,3338,210
Hazleton,Brandy,422,36
Hazleton,Schnapps,1377,89
Hazleton,Distilled Spirits,394,19
Eldon,Whisky,9611,743
Eldon,Rum,2494,153
Eldon,Misc,673,43
Eldon,Gin,104,4
Eldon,Vodka,2290,217
Eldon,Brandy,24,1
Eldon,Tequila,463,29
Eldon,Amaretto,17,1
Eldon,Schnapps,2119,122
Eldon,Distilled Spirits,51,2
Martensdale,Whisky,4855,245
Martensdale,Gin,76,7
Martensdale,Vodka,2994,294
Martensdale,Rum,1267,75
Martensdale,Brandy,39,4
Martensdale,Tequila,405,15
Martensdale,Schnapps,419,20
Martensdale,Misc,734,29
Martensdale,Distilled Spirits,579,23
Wheatland,Misc,377,16
Wheatland,Rum,1493,90
Wheatland,Whisky,4753,347
Wheatland,Gin,15,1
Wheatland,Vodka,2645,272
Wheatland,Brandy,300,26
Wheatland,Amaretto,90,10
Wheatland,Tequila,186,6
Wheatland,Schnapps,722,48
Wheatland,Distilled Spirits,76,4
Lost Nation,Whisky,6745,432
Lost Nation,Gin,118,10
Lost Nation,Vodka,2715,303
Lost Nation,Misc,505,31
Lost Nation,Rum,1420,93
Lost Nation,Brandy,641,44
Lost Nation,Tequila,212,12
Lost Nation,Schnapps,906,70
Lost Nation,Amaretto,36,3
Lost Nation,Distilled Spirits,73,3
Wall Lake,Whisky,4441,366
Wall Lake,Gin,171,17
Wall Lake,Vodka,2689,260
Wall Lake,Rum,2228,131
Wall Lake,Brandy,262,19
Wall Lake,Misc,424,35
Wall Lake,Tequila,69,5
Wall Lake,Schnapps,132,9
Alta,Whisky,3856,260
Alta,Misc,270,16
Alta,Gin,472,28
Alta,Vodka,2224,199
Alta,Rum,1002,56
Alta,Brandy,460,33
Alta,Tequila,202,12
Merrill,Rum,1374,98
Merrill,Whisky,2603,170
Merrill,Gin,88,4
Merrill,Vodka,1258,128
Merrill,Brandy,610,36
Merrill,Misc,195,8
Merrill,Schnapps,119,7
Merrill,Tequila,174,6
Danville,Misc,1035,40
Danville,Whisky,2477,137
Danville,Tequila,106,6
Danville,Brandy,133,9
Danville,Gin,20,1
Danville,Vodka,1131,90
Danville,Rum,649,37
Danville,Schnapps,177,11
Danville,Distilled Spirits,40,2
Stanwood,Whisky,6926,385
Stanwood,Gin,23,2
Stanwood,Vodka,3424,306
Stanwood,Rum,1904,124
Stanwood,Brandy,232,13
Stanwood,Misc,331,15
Stanwood,Tequila,1742,74
Stanwood,Schnapps,663,40
Stanwood,Amaretto,12,2
Raymond,Whisky,9806,657
Raymond,Misc,1024,59
Raymond,Vodka,6652,499
Raymond,Gin,337,26
Raymond,Rum,2888,193
Raymond,Brandy,762,39
Raymond,Tequila,747,46
Raymond,Amaretto,62,4
Raymond,Schnapps,827,49
Raymond,Distilled Spirits,60,1
Crescent,Rum,2810,159
Crescent,Whisky,4649,224
Crescent,Gin,159,9
Crescent,Vodka,2100,159
Crescent,Brandy,169,10
Crescent,Tequila,280,14
Crescent,Misc,279,9
Crescent,Schnapps,105,9
