city,category,sale.dollars,sale.volume
Waukee,Amaretto,3543,244
Waukee,Rum,137193,9058
Waukee,Brandy,15928,993
Waukee,Schnapps,22087,1582
Waukee,Tequila,76630,5383
Waukee,Distilled Spirits,6961,293
Waukee,Gin,36648,2255
Leon,Rum,9223,694
Leon,Whisky,48149,2909
Leon,Gin,951,84
Leon,Vodka,15536,1744
Leon,Misc,6647,331
Leon,Brandy,1308,118
Leon,Tequila,3033,218
Leon,Amaretto,646,50
Leon,Schnapps,8317,614
Leon,Distilled Spirits,378,16
Jefferson,Vodka,71710,6911
Jefferson,Misc,29860,1885
Jefferson,Rum,68204,4972
Jefferson,Tequila,16485,1174
Jefferson,Whisky,141559,9576
Jefferson,Distilled Spirits,1916,83
Jefferson,Gin,8214,632
Jefferson,Brandy,4149,306
Jefferson,Amaretto,1706,180
Jefferson,Schnapps,15663,1128
Clive,Misc,52240,3068
Clive,Rum,92146,6439
Clive,Brandy,45898,1741
Clive,Vodka,226726,18244
Clive,Whisky,229473,13164
Clive,Gin,26187,1792
Clive,Tequila,43990,2883
Clive,Amaretto,1604,119
Clive,Schnapps,12754,862
Clive,Distilled Spirits,1906,77
Lake City,Whisky,52981,4392
Lake City,Gin,3402,349
Lake City,Vodka,19281,2218
Lake City,Misc,7639,462
Lake City,Rum,20528,1452
Lake City,Brandy,2605,239
Lake City,Tequila,3277,178
Lake City,Schnapps,4505,347
Lake City,Amaretto,617,93
Lake City,Distilled Spirits,272,13
Bloomfield,Misc,5413,439
Bloomfield,Vodka,24550,2947
Bloomfield,Whisky,38159,2533
Bloomfield,Tequila,2479,202
Bloomfield,Gin,1335,147
Bloomfield,Rum,12770,900
Bloomfield,Brandy,2610,260
Bloomfield,Amaretto,311,36
Bloomfield,Schnapps,5075,427
Bloomfield,Distilled Spirits,808,38
Denver,Misc,4769,328
Denver,Whisky,36619,2807
Denver,Gin,2862,174
Denver,Vodka,16665,1729
Denver,Rum,20391,1514
Denver,Brandy,1347,118
Denver,Tequila,2646,239
Denver,Schnapps,3654,254
Denver,Amaretto,211,26
Denver,Distilled Spirits,245,12
Colfax,Brandy,3086,240
Colfax,Misc,5135,333
Colfax,Whisky,46633,3568
Colfax,Gin,1282,113
Colfax,Vodka,31752,3502
Colfax,Rum,18770,1341
Colfax,Tequila,5962,347
Colfax,Schnapps,2403,205
Colfax,Distilled Spirits,208,9
Colfax,Amaretto,127,19
Britt,Rum,18583,1371
Britt,Whisky,47793,4352
Britt,Gin,1264,117
Britt,Vodka,24925,3283
Britt,Misc,5900,469
Britt,Brandy,2402,209
Britt,Tequila,4479,310
Britt,Amaretto,455,42
Britt,Schnapps,7266,737
Clarion,Brandy,1756,141
Clarion,Rum,28909,1968
Clarion,Misc,8807,620
Clarion,Whisky,49942,3592
Clarion,Gin,1842,152
Clarion,Vodka,31918,3433
Clarion,Tequila,7536,416
Clarion,Amaretto,564,35
Clarion,Schnapps,4335,356
Clarion,Distilled Spirits,816,40
Adel,Whisky,126213,8458
Adel,Gin,6622,591
Adel,Vodka,76744,7567
Adel,Misc,23034,1494
Adel,Rum,42835,3385
Adel,Brandy,3909,288
Adel,Tequila,18351,1367
Adel,Schnapps,5992,474
Adel,Amaretto,785,69
Montezuma,Whisky,105672,6585
Montezuma,Gin,1864,164
Montezuma,Vodka,38453,4034
Montezuma,Misc,17693,1088
Montezuma,Rum,33774,2226
Montezuma,Brandy,6771,621
Montezuma,Tequila,9330,501
Montezuma,Amaretto,1107,105
Montezuma,Schnapps,18954,1401
Montezuma,Distilled Spirits,571,40
Clear Lake,Whisky,587395,39717
Clear Lake,Gin,39627,2769
Clear Lake,Vodka,409562,36875
Clear Lake,Misc,129813,8660
Clear Lake,Rum,240540,16843
Clear Lake,Brandy,29279,2344
Clear Lake,Tequila,112789,7758
Clear Lake,Schnapps,76178,5465
Clear Lake,Amaretto,6748,708
Manchester,Misc,74723,4223
Manchester,Brandy,17826,1243
Manchester,Rum,143769,9549
Manchester,Vodka,143311,14037
Manchester,Whisky,366013,26145
Manchester,Gin,13524,1025
Manchester,Tequila,37225,2573
Manchester,Amaretto,2566,242
Manchester,Schnapps,58772,4326
Manchester,Distilled Spirits,3157,214
Milford,Whisky,398936,26633
Milford,Misc,98789,5759
Milford,Brandy,14271,1100
Milford,Rum,222899,16205
Milford,Tequila,64481,3834
Milford,Gin,34581,2449
Milford,Vodka,250758,21735
Milford,Amaretto,3117,408
Milford,Schnapps,67971,4417
Milford,Distilled Spirits,5830,759
Riceville,Rum,6234,490
Riceville,Whisky,10426,910
Riceville,Gin,93,10
Riceville,Vodka,5217,636
Riceville,Misc,1631,79
Riceville,Brandy,554,56
Riceville,Amaretto,173,13
Riceville,Schnapps,2399,194
Riceville,Tequila,416,21
Columbus Junction,Misc,5233,354
Columbus Junction,Whisky,43505,2926
Columbus Junction,Brandy,23521,1342
Columbus Junction,Rum,31652,1933
Columbus Junction,Tequila,9001,477
Columbus Junction,Gin,894,94
Columbus Junction,Vodka,13131,1446
Columbus Junction,Amaretto,266,34
Columbus Junction,Schnapps,2503,230
Columbus Junction,Distilled Spirits,379,18
Marengo,Misc,16744,1373
Marengo,Tequila,9076,740
Marengo,Vodka,61941,7224
Marengo,Whisky,125832,10056
Marengo,Rum,35466,2849
Marengo,Distilled Spirits,1437,82
Marengo,Gin,4627,442
Marengo,Brandy,7962,749
Marengo,Amaretto,1208,158
Marengo,Schnapps,22747,2004
Norwalk,Misc,34254,2252
Norwalk,Whisky,163383,10785
Norwalk,Gin,9813,767
Norwalk,Vodka,131979,12915
Norwalk,Rum,74178,5439
Norwalk,Brandy,4474,307
Norwalk,Tequila,24560,2054
Norwalk,Schnapps,8545,718
Norwalk,Distilled Spirits,2153,111
Norwalk,Amaretto,618,84
De Witt,Misc,21776,1717
De Witt,Whisky,108502,7875
De Witt,Distilled Spirits,2349,234
De Witt,Gin,10950,1248
De Witt,Vodka,61625,6659
De Witt,Rum,34593,2468
De Witt,Brandy,6346,516
De Witt,Tequila,7936,573
De Witt,Amaretto,2234,271
De Witt,Schnapps,15484,1488
Clear Lake,Distilled Spirits,6325,351
Stuart,Misc,13013,799
Stuart,Whisky,75565,5401
Stuart,Tequila,12504,933
Stuart,Gin,2109,198
Stuart,Vodka,38345,3787
Stuart,Rum,19175,1481
Stuart,Brandy,4361,368
Stuart,Amaretto,248,23
Stuart,Schnapps,5230,471
Stuart,Distilled Spirits,775,37
Panora,Misc,13532,848
Panora,Whisky,70452,4912
Panora,Brandy,2468,235
Panora,Gin,5644,494
Panora,Vodka,45587,4210
Panora,Rum,21767,1524
Panora,Tequila,6152,424
Panora,Amaretto,386,35
Panora,Schnapps,3756,338
Panora,Distilled Spirits,2561,114
Marcus,Misc,2962,225
Marcus,Rum,4466,285
Marcus,Whisky,17779,1284
Marcus,Gin,929,87
Marcus,Vodka,5148,540
Marcus,Brandy,995,89
Marcus,Tequila,351,24
Marcus,Schnapps,1709,150
Marcus,Amaretto,114,15
Bellevue,Misc,21995,1287
Bellevue,Tequila,10836,666
Bellevue,Whisky,104390,6459
Bellevue,Gin,4374,299
Bellevue,Vodka,47456,4525
Bellevue,Rum,59032,3737
Bellevue,Brandy,4629,386
Bellevue,Amaretto,1078,147
Bellevue,Schnapps,21121,1554
Rockwell City,Whisky,33341,2837
Rockwell City,Gin,1242,127
Rockwell City,Vodka,18229,2049
Rockwell City,Misc,5343,399
Rockwell City,Rum,11946,986
Rockwell City,Brandy,2121,190
Rockwell City,Tequila,2787,197
Rockwell City,Schnapps,2762,274
Rockwell City,Amaretto,419,62
Rockwell City,Distilled Spirits,370,36
Monticello,Misc,41519,2966
Monticello,Whisky,197416,16482
Monticello,Brandy,11935,1120
Monticello,Rum,72575,5153
Monticello,Tequila,13918,1091
Monticello,Distilled Spirits,1515,70
Monticello,Gin,6119,523
Monticello,Vodka,87179,9235
Monticello,Amaretto,1780,219
Monticello,Schnapps,30625,2658
Primghar,Whisky,37348,2531
Primghar,Gin,626,52
Primghar,Vodka,16194,1562
Primghar,Rum,18208,1244
Primghar,Brandy,1897,188
Primghar,Misc,6050,324
Primghar,Schnapps,8196,663
Osage,Misc,21614,1504
Osage,Whisky,88834,6530
Osage,Gin,3692,355
Osage,Vodka,52542,5802
Osage,Rum,37388,2903
Osage,Brandy,6661,622
Osage,Tequila,13670,924
Osage,Amaretto,1187,169
Osage,Schnapps,17359,1428
Osage,Distilled Spirits,795,39
Alta Vista,Whisky,1595,132
Alta Vista,Gin,5,1
Alta Vista,Vodka,806,96
Alta Vista,Rum,1152,71
Alta Vista,Brandy,715,72
Alta Vista,Misc,611,26
Alta Vista,Schnapps,749,53
Alta Vista,Amaretto,2,0
Alta Vista,Tequila,60,3
Eagle Grove,Misc,18394,1020
Eagle Grove,Tequila,11766,660
Eagle Grove,Whisky,117065,9435
Eagle Grove,Gin,4549,407
Eagle Grove,Vodka,52418,5315
Eagle Grove,Rum,31046,2277
Eagle Grove,Brandy,4119,314
Eagle Grove,Amaretto,644,66
Eagle Grove,Schnapps,8813,659
Eagle Grove,Distilled Spirits,390,18
Saint Ansgar,Misc,10844,549
Saint Ansgar,Whisky,56406,4140
Saint Ansgar,Gin,2207,214
Saint Ansgar,Vodka,33361,3799
Saint Ansgar,Rum,30890,1968
Saint Ansgar,Brandy,3831,360
Saint Ansgar,Tequila,6257,300
Saint Ansgar,Amaretto,1218,177
Saint Ansgar,Schnapps,19230,1519
Kingsley,Whisky,26934,1783
Kingsley,Gin,508,50
Kingsley,Vodka,12768,1476
Kingsley,Rum,8063,590
Kingsley,Brandy,4600,435
Kingsley,Misc,4163,288
Kingsley,Tequila,2284,154
Kingsley,Schnapps,5504,446
Kingsley,Amaretto,137,18
Kingsley,Distilled Spirits,194,9
Tripoli,Whisky,76476,6521
Tripoli,Gin,2281,183
Tripoli,Vodka,22266,2613
Tripoli,Misc,12134,669
Tripoli,Rum,44247,3092
Tripoli,Brandy,5824,578
Tripoli,Tequila,5133,264
Tripoli,Schnapps,16980,1500
Tripoli,Distilled Spirits,655,40
Tripoli,Amaretto,469,52
West Burlington,Misc,63798,3476
West Burlington,Tequila,43079,2934
West Burlington,Vodka,199370,17485
West Burlington,Whisky,227260,14334
West Burlington,Rum,104500,7507
West Burlington,Brandy,54893,2192
West Burlington,Amaretto,3062,252
West Burlington,Gin,14934,1289
West Burlington,Distilled Spirits,3723,167
West Burlington,Schnapps,28389,1808
Bussey,Whisky,4838,365
Bussey,Vodka,5986,798
Bussey,Rum,1666,171
Bussey,Brandy,250,20
Bussey,Schnapps,1466,159
Bussey,Tequila,304,17
Hartley,Misc,8974,547
Hartley,Tequila,3760,234
Hartley,Whisky,70098,5900
Hartley,Vodka,25081,2804
Hartley,Gin,2856,288
Hartley,Rum,21525,1423
Hartley,Brandy,2368,222
Hartley,Amaretto,379,40
Hartley,Schnapps,7410,588
Hartley,Distilled Spirits,191,8
Oelwein,Vodka,125968,14191
Oelwein,Misc,52080,3348
Oelwein,Whisky,295634,22640
Oelwein,Brandy,16655,1201
Oelwein,Rum,84696,6418
Oelwein,Schnapps,48864,4101
Oelwein,Tequila,35090,2456
Oelwein,Distilled Spirits,2664,128
Oelwein,Gin,8929,896
Oelwein,Amaretto,2566,301
Ackley,Misc,2312,122
Ackley,Rum,10236,673
Ackley,Whisky,25785,2178
Ackley,Gin,1250,129
Ackley,Vodka,14528,1652
Ackley,Brandy,595,54
Ackley,Tequila,945,48
Ackley,Amaretto,239,24
Ackley,Schnapps,2045,162
Ackley,Distilled Spirits,123,15
Chester,Whisky,904,64
Chester,Gin,4,1
Chester,Vodka,833,84
Chester,Rum,835,53
Chester,Brandy,119,11
Chester,Misc,42,2
Chester,Schnapps,176,12
Chester,Amaretto,4,1
Chester,Tequila,79,4
Grundy Center,Tequila,4794,292
Grundy Center,Whisky,72534,5814
Grundy Center,Misc,10936,723
Grundy Center,Rum,39643,2691
Grundy Center,Gin,3074,284
Grundy Center,Vodka,43213,4927
Grundy Center,Brandy,3282,271
Grundy Center,Amaretto,706,93
Grundy Center,Schnapps,12914,889
Grundy Center,Distilled Spirits,1227,56
Logan,Whisky,28815,2174
Logan,Gin,792,67
Logan,Vodka,12942,1486
Logan,Misc,4016,314
Logan,Rum,12010,881
Logan,Brandy,1290,112
Logan,Tequila,2329,185
Logan,Schnapps,4417,484
Logan,Amaretto,80,13
Logan,Distilled Spirits,38,1
Maquoketa,Misc,69787,4576
Maquoketa,Vodka,153488,15670
Maquoketa,Tequila,26140,1804
Maquoketa,Whisky,340469,25960
Maquoketa,Brandy,17313,1470
Maquoketa,Rum,125087,8493
Maquoketa,Amaretto,4389,577
Maquoketa,Distilled Spirits,2139,96
Maquoketa,Gin,13116,1232
Maquoketa,Schnapps,77861,5954
Ida Grove,Whisky,122092,9652
Ida Grove,Gin,4343,399
Ida Grove,Vodka,37126,3654
Ida Grove,Misc,15675,842
Ida Grove,Rum,33504,2310
Ida Grove,Brandy,3409,283
Ida Grove,Tequila,7125,462
Ida Grove,Schnapps,10859,892
Ida Grove,Amaretto,807,118
Ida Grove,Distilled Spirits,534,30
Emmetsburg,Whisky,249916,18959
Emmetsburg,Gin,9554,797
Emmetsburg,Vodka,85651,8801
Emmetsburg,Misc,44007,2420
Emmetsburg,Rum,89959,6395
Emmetsburg,Brandy,12300,1043
Emmetsburg,Tequila,17839,1010
Emmetsburg,Schnapps,29145,2361
Emmetsburg,Amaretto,2275,314
Emmetsburg,Distilled Spirits,3524,305
Laurens,Misc,7106,484
Laurens,Whisky,46205,3694
Laurens,Gin,2000,218
Laurens,Vodka,28058,3616
Laurens,Rum,20100,1474
Laurens,Brandy,2391,194
Laurens,Tequila,3585,224
Laurens,Schnapps,5900,544
Laurens,Amaretto,355,61
Laurens,Distilled Spirits,521,24
Audubon,Misc,8091,545
Audubon,Whisky,57895,4785
Audubon,Gin,1893,153
Audubon,Vodka,23865,3075
Audubon,Rum,23208,1761
Audubon,Brandy,3568,335
Audubon,Tequila,2834,211
Audubon,Amaretto,1463,194
Audubon,Schnapps,5787,542
Audubon,Distilled Spirits,356,18
Ogden,Misc,4355,293
Ogden,Whisky,36387,2742
Ogden,Gin,2609,224
Ogden,Vodka,16257,1664
Ogden,Rum,8774,589
Ogden,Brandy,2160,163
Ogden,Schnapps,3024,228
Ogden,Tequila,2949,143
Ogden,Distilled Spirits,640,29
Ogden,Amaretto,111,18
West Point,Whisky,92525,5288
West Point,Gin,3191,198
West Point,Vodka,37282,2937
West Point,Rum,36239,2268
West Point,Brandy,1133,104
West Point,Misc,13499,643
West Point,Schnapps,22218,1472
West Point,Tequila,7698,348
West Point,Amaretto,974,89
Fairbank,Misc,3195,230
Fairbank,Whisky,21103,1837
Fairbank,Gin,452,54
Fairbank,Vodka,13730,1406
Fairbank,Rum,8096,567
Fairbank,Brandy,511,48
Fairbank,Tequila,1798,102
Fairbank,Amaretto,285,33
Fairbank,Schnapps,3504,281
Fairbank,Distilled Spirits,60,2
Holstein,Vodka,33009,3338
Holstein,Misc,20645,1058
Holstein,Tequila,7719,355
Holstein,Whisky,101979,6058
Holstein,Amaretto,1088,131
Holstein,Rum,46337,3142
Holstein,Brandy,4951,437
Holstein,Schnapps,17608,1230
Holstein,Gin,5920,498
Holstein,Distilled Spirits,801,37
Belmond,Whisky,102106,7181
Belmond,Gin,3633,275
Belmond,Vodka,60411,6883
Belmond,Misc,17856,1025
Belmond,Rum,45340,3228
Belmond,Brandy,3106,272
Belmond,Tequila,12127,879
Belmond,Amaretto,917,105
Belmond,Schnapps,12823,973
Belmond,Distilled Spirits,87,4
Northwood,Misc,18883,1217
Northwood,Tequila,10653,855
Northwood,Whisky,70257,5377
Northwood,Vodka,39245,4374
Northwood,Rum,41660,3152
Northwood,Amaretto,571,68
Northwood,Gin,5042,379
Northwood,Brandy,10031,783
Northwood,Schnapps,10734,733
Northwood,Distilled Spirits,476,22
Greene,Vodka,8786,990
Greene,Misc,2941,162
Greene,Whisky,14523,1222
Greene,Gin,511,59
Greene,Rum,4886,330
Greene,Brandy,1401,139
Greene,Tequila,1174,106
Greene,Schnapps,1334,129
Greene,Distilled Spirits,113,5
Greene,Amaretto,103,17
Everly,Whisky,4684,369
Everly,Gin,18,3
Everly,Vodka,1106,148
Everly,Rum,1496,101
Everly,Brandy,55,6
Everly,Misc,273,12
Everly,Schnapps,179,15
Everly,Amaretto,47,8
Everly,Tequila,149,12
Monona,Misc,11168,671
Monona,Tequila,3747,272
Monona,Whisky,60403,3960
Monona,Rum,31511,2164
Monona,Distilled Spirits,325,15
Monona,Gin,2249,181
Monona,Vodka,28794,3184
Monona,Brandy,5558,526
Monona,Amaretto,824,102
Monona,Schnapps,16348,1214
Wesley,Misc,15775,784
Wesley,Whisky,94431,6625
Wesley,Brandy,2242,189
Wesley,Rum,47560,3086
Wesley,Gin,2173,149
Wesley,Vodka,39881,3637
Wesley,Distilled Spirits,66,3
Wesley,Tequila,7622,309
Wesley,Amaretto,884,118
Wesley,Schnapps,15814,1130
Fredericksburg,Whisky,14268,1418
Fredericksburg,Gin,213,26
Fredericksburg,Vodka,5327,695
Fredericksburg,Misc,1601,108
Fredericksburg,Rum,7703,556
Fredericksburg,Brandy,2996,289
Fredericksburg,Tequila,693,59
Fredericksburg,Schnapps,4624,538
Fredericksburg,Distilled Spirits,122,17
Fredericksburg,Amaretto,50,8
Mount Vernon,Misc,288130,23909
Mount Vernon,Whisky,610724,32552
Mount Vernon,Brandy,27593,1657
Mount Vernon,Tequila,250034,11822
Mount Vernon,Distilled Spirits,156880,21519
Mount Vernon,Gin,50684,3255
Mount Vernon,Vodka,378353,29375
Mount Vernon,Rum,254377,17350
Mount Vernon,Amaretto,8511,763
Mount Vernon,Schnapps,190765,13251
Remsen,Misc,8103,430
Remsen,Whisky,52974,3634
Remsen,Vodka,20813,2126
Remsen,Rum,21700,1315
Remsen,Gin,1484,137
Remsen,Distilled Spirits,171,8
Remsen,Brandy,4219,378
Remsen,Tequila,1976,120
Remsen,Schnapps,8210,609
Remsen,Amaretto,413,65
Avoca,Misc,28660,1500
Avoca,Brandy,5395,444
Avoca,Vodka,50468,4955
Avoca,Whisky,149024,9148
Avoca,Gin,4568,421
Avoca,Rum,63808,4134
Avoca,Tequila,11299,575
Avoca,Amaretto,1814,271
Avoca,Schnapps,27040,1856
Avoca,Distilled Spirits,2235,107
Rock Rapids,Misc,21563,1330
Rock Rapids,Vodka,38960,4105
Rock Rapids,Whisky,134738,9913
Rock Rapids,Rum,73602,4764
Rock Rapids,Schnapps,27377,1937
Rock Rapids,Tequila,6542,345
Rock Rapids,Distilled Spirits,947,48
Rock Rapids,Gin,2017,176
Rock Rapids,Brandy,8742,787
Rock Rapids,Amaretto,1837,260
Sumner,Misc,5774,350
Sumner,Rum,19484,1480
Sumner,Whisky,38234,3003
Sumner,Distilled Spirits,40,2
Sumner,Gin,1044,87
Sumner,Vodka,13866,1453
Sumner,Brandy,3573,359
Sumner,Tequila,2389,144
Sumner,Amaretto,401,39
Sumner,Schnapps,5844,527
Decorah,Misc,114584,6480
Decorah,Whisky,385918,24983
Decorah,Vodka,286025,26132
Decorah,Rum,172073,11615
Decorah,Brandy,41729,3383
Decorah,Tequila,59719,4031
Decorah,Gin,46876,3236
Decorah,Distilled Spirits,3837,174
Decorah,Amaretto,5974,532
Decorah,Schnapps,64581,4888
Onawa,Vodka,58169,6239
Onawa,Tequila,15857,899
Onawa,Whisky,105305,6679
Onawa,Misc,20897,1269
Onawa,Amaretto,721,79
Onawa,Rum,49550,3493
Onawa,Brandy,8798,689
Onawa,Schnapps,20491,1437
Onawa,Distilled Spirits,1744,76
Onawa,Gin,4538,434
Armstrong,Rum,8279,652
Armstrong,Misc,3042,163
Armstrong,Whisky,18903,1559
Armstrong,Gin,492,48
Armstrong,Vodka,9298,1084
Armstrong,Brandy,954,93
Armstrong,Tequila,2805,82
Armstrong,Amaretto,59,7
Armstrong,Schnapps,1670,120
Armstrong,Distilled Spirits,563,27
Eldridge,Misc,37114,2350
Eldridge,Vodka,106942,10365
Eldridge,Whisky,145268,9989
Eldridge,Brandy,11163,667
Eldridge,Distilled Spirits,3504,180
Eldridge,Gin,12162,1118
Eldridge,Rum,75788,5347
Eldridge,Tequila,17674,1195
Eldridge,Amaretto,922,83
Eldridge,Schnapps,14433,1114
Primghar,Tequila,2542,131
Primghar,Amaretto,336,50
Dyersville,Misc,32938,2589
Dyersville,Whisky,226983,19930
Dyersville,Gin,6419,635
Dyersville,Vodka,70304,7516
Dyersville,Rum,62206,4476
Dyersville,Brandy,6490,542
Dyersville,Tequila,9548,702
Dyersville,Schnapps,25335,2301
Dyersville,Amaretto,1601,194
Dyersville,Distilled Spirits,948,60
Sigourney,Brandy,3777,358
Sigourney,Rum,16339,1362
Sigourney,Misc,9451,584
Sigourney,Whisky,48577,3773
Sigourney,Gin,1833,185
Sigourney,Vodka,19376,2382
Sigourney,Tequila,4674,398
Sigourney,Amaretto,583,78
Sigourney,Schnapps,11948,1049
Sigourney,Distilled Spirits,312,15
Manning,Misc,6515,376
Manning,Whisky,44040,3146
Manning,Rum,21062,1360
Manning,Distilled Spirits,239,11
Manning,Gin,859,68
Manning,Vodka,15976,1375
Manning,Brandy,1896,183
Manning,Tequila,1617,98
Manning,Amaretto,239,23
Manning,Schnapps,4237,316
Lenox,Brandy,1185,107
Lenox,Tequila,4353,240
Lenox,Whisky,19996,1258
Lenox,Gin,631,56
Lenox,Vodka,9581,1264
Lenox,Misc,3398,220
Lenox,Rum,3740,249
Lenox,Amaretto,509,33
Lenox,Schnapps,1855,166
Hawarden,Brandy,3209,277
Hawarden,Whisky,57899,4878
Hawarden,Gin,1040,108
Hawarden,Vodka,21580,2178
Hawarden,Misc,5492,321
Hawarden,Rum,18963,1336
Hawarden,Amaretto,314,34
Hawarden,Schnapps,9815,646
Hawarden,Tequila,6613,243
New Hampton,Misc,17228,1087
New Hampton,Whisky,86945,7967
New Hampton,Rum,35118,2507
New Hampton,Vodka,43107,5423
New Hampton,Tequila,6114,373
New Hampton,Gin,1808,202
New Hampton,Brandy,5754,555
New Hampton,Amaretto,658,90
New Hampton,Schnapps,13844,1084
New Hampton,Distilled Spirits,619,27
Guttenberg,Misc,17182,1103
Guttenberg,Whisky,101376,6679
Guttenberg,Gin,4362,312
Guttenberg,Vodka,44725,4694
Guttenberg,Rum,45782,2979
Guttenberg,Brandy,2578,228
Guttenberg,Tequila,7917,436
Guttenberg,Amaretto,535,84
Guttenberg,Schnapps,18576,1499
Guttenberg,Distilled Spirits,620,31
Pocahontas,Misc,11486,659
Pocahontas,Whisky,76436,6731
Pocahontas,Rum,29440,2337
Pocahontas,Tequila,4256,269
Pocahontas,Gin,5170,583
Pocahontas,Vodka,36088,4261
Pocahontas,Brandy,3499,293
Pocahontas,Amaretto,1238,160
Pocahontas,Schnapps,8137,645
Pocahontas,Distilled Spirits,504,24
Independence,Misc,68840,4089
Independence,Rum,117102,8508
Independence,Brandy,14533,1219
Independence,Vodka,149503,14698
Independence,Schnapps,44563,3084
Independence,Tequila,61207,5064
Independence,Whisky,300115,20411
Independence,Gin,12837,1105
Independence,Amaretto,3175,313
Independence,Distilled Spirits,4220,272
Hawarden,Distilled Spirits,6,0
Strawberry Point,Rum,11995,893
Strawberry Point,Whisky,24871,1881
Strawberry Point,Gin,989,112
Strawberry Point,Vodka,11975,1441
Strawberry Point,Misc,3482,235
Strawberry Point,Brandy,1585,151
Strawberry Point,Tequila,1699,116
Strawberry Point,Amaretto,224,26
Strawberry Point,Schnapps,5002,424
Strawberry Point,Distilled Spirits,387,16
La Porte City,Brandy,2801,256
La Porte City,Tequila,4470,254
La Porte City,Whisky,53238,3714
La Porte City,Gin,1556,126
La Porte City,Vodka,22827,2262
La Porte City,Misc,9426,482
La Porte City,Rum,16576,1217
La Porte City,Amaretto,986,84
La Porte City,Schnapps,10959,912
La Porte City,Distilled Spirits,417,20
Swisher,Misc,24968,1259
Swisher,Vodka,21941,1652
Swisher,Whisky,137308,4466
Swisher,Amaretto,175,17
Swisher,Tequila,3272,167
Swisher,Rum,19326,957
Swisher,Brandy,10043,280
Swisher,Gin,5689,258
Swisher,Schnapps,3067,232
Swisher,Distilled Spirits,861,40
Madrid,Brandy,1493,138
Madrid,Rum,12487,876
Madrid,Misc,4642,339
Madrid,Whisky,31737,2191
Madrid,Gin,1543,142
Madrid,Vodka,19182,1962
Madrid,Tequila,4913,403
Madrid,Schnapps,2423,257
Madrid,Amaretto,228,35
Madrid,Distilled Spirits,252,12
Alvord,Whisky,57,6
Alvord,Vodka,9,0
Alvord,Rum,85,7
Alvord,Amaretto,2,0
Bancroft,Misc,30033,1446
Bancroft,Vodka,45493,3744
Bancroft,Tequila,10915,562
Bancroft,Whisky,133312,8813
Bancroft,Amaretto,1210,138
Bancroft,Rum,52973,3357
Bancroft,Schnapps,18487,1277
Bancroft,Brandy,5192,423
Bancroft,Distilled Spirits,1259,53
Bancroft,Gin,3731,299
Otho,Rum,2780,178
Otho,Whisky,8532,685
Otho,Gin,19,1
Otho,Vodka,2965,320
Otho,Misc,894,53
Otho,Brandy,142,12
Otho,Tequila,297,20
Otho,Schnapps,345,24
Otho,Amaretto,22,4
Schaller,Whisky,2797,244
Schaller,Gin,248,32
Schaller,Vodka,1783,259
Schaller,Misc,528,48
Schaller,Rum,2384,187
Schaller,Brandy,49,5
Schaller,Schnapps,597,46
Schaller,Amaretto,40,7
Schaller,Tequila,232,12
Manson,Whisky,52032,4039
Manson,Gin,855,58
Manson,Vodka,27822,2992
Manson,Misc,8176,476
Manson,Rum,28395,1924
Manson,Brandy,1658,148
Manson,Tequila,6366,323
Manson,Schnapps,6151,477
Manson,Amaretto,650,100
Melcher,Misc,10936,507
Melcher,Vodka,22940,2014
Melcher,Whisky,48629,2820
Melcher,Rum,24600,1588
Melcher,Tequila,4324,222
Melcher,Distilled Spirits,1215,58
Melcher,Gin,1318,133
Melcher,Brandy,1943,177
Melcher,Amaretto,467,42
Melcher,Schnapps,10177,776
Riverside,Misc,12555,516
Riverside,Whisky,81422,4396
Riverside,Brandy,4089,199
Riverside,Rum,28808,1992
Riverside,Tequila,9735,310
Riverside,Vodka,56577,4056
Riverside,Gin,7766,400
Riverside,Amaretto,853,53
Riverside,Schnapps,3524,258
Williamsburg,Whisky,110422,7886
Williamsburg,Misc,16995,1079
Williamsburg,Rum,33039,2511
Williamsburg,Tequila,7655,533
Williamsburg,Gin,3437,251
Williamsburg,Vodka,57653,5726
Williamsburg,Brandy,4254,358
Williamsburg,Amaretto,891,101
Williamsburg,Schnapps,13911,1199
Williamsburg,Distilled Spirits,625,33
North Liberty,Misc,86979,5116
North Liberty,Whisky,353217,18582
North Liberty,Brandy,57258,2711
North Liberty,Rum,149819,10501
North Liberty,Vodka,323774,25995
North Liberty,Gin,36896,2521
North Liberty,Distilled Spirits,4215,201
North Liberty,Tequila,60011,3712
North Liberty,Amaretto,2567,196
North Liberty,Schnapps,28946,1973
Saint Lucas,Rum,13598,857
Saint Lucas,Whisky,25989,1736
Saint Lucas,Gin,628,64
Saint Lucas,Vodka,9526,810
Saint Lucas,Misc,4357,214
Saint Lucas,Brandy,1170,103
Saint Lucas,Tequila,1414,83
Saint Lucas,Schnapps,6106,496
Saint Lucas,Distilled Spirits,6,0
Saint Lucas,Amaretto,262,39
Mapleton,Vodka,36655,3600
Mapleton,Whisky,100936,6650
Mapleton,Misc,18027,1280
Mapleton,Rum,40528,2807
Mapleton,Schnapps,16177,1123
Mapleton,Tequila,8990,562
Mapleton,Distilled Spirits,1537,80
Mapleton,Gin,1692,160
Mapleton,Brandy,2261,214
Mapleton,Amaretto,2860,280
Toledo,Vodka,88731,9220
Toledo,Misc,39647,2295
Toledo,Brandy,20924,1671
