"city","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","category","sale.dollars","sale.volume"
"Denver",97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14,"Distilled Spirits",245,12
"Denver",97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14,"Whisky",36619,2807
"Denver",97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14,"Tequila",2646,239
"Denver",97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14,"Brandy",1347,118
"Denver",97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14,"Schnapps",3654,254
"Denver",97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14,"Amaretto",211,26
"Denver",97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14,"Rum",20391,1514
"Denver",97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14,"Gin",2862,174
"Denver",97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14,"Vodka",16665,1729
"Derby",80,2.2,7.4,NA,133,98,0,0,0,0,0,35,NA,NA,NA
"Des Moines",87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199,"Distilled Spirits",170983,15285
"Des Moines",87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199,"Gin",1220280,86697
"Des Moines",87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199,"Misc",3397260,187528
"Des Moines",87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199,"Schnapps",1409948,101552
"Des Moines",87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199,"Tequila",3428570,186907
"Des Moines",87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199,"Vodka",9907123,771338
"Des Moines",87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199,"Rum",4013435,286968
"Des Moines",87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199,"Brandy",2177548,89852
"Des Moines",87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199,"Amaretto",120986,11081
"Des Moines",87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199,"Whisky",12225234,653282
"Dexter",95,23,8.5,35577,824,818,0,0,2,0,0,4,NA,NA,NA
"Diagonal",87.1,12.5,6.5,32031,319,316,0,3,0,0,0,0,NA,NA,NA
"Diamondhead Lake",85.4,24.7,4.2,38750,318,313,0,5,0,0,0,0,NA,NA,NA
"Dickens",89.1,7,5.1,21750,204,204,0,0,0,0,0,0,NA,NA,NA
"Dike",96.7,35.6,2,43656,1309,1276,9,0,0,0,8,16,NA,NA,NA
"Dixon",98.5,15.4,1.4,26488,216,213,0,0,0,0,0,3,NA,NA,NA
"Dolliver",64.4,3.4,11.5,25962,81,81,0,0,0,0,0,0,NA,NA,NA
"Donahue",94.2,22.7,0.9,40139,385,378,0,0,0,0,0,7,NA,NA,NA
"Donnellson",92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6,"Rum",3414,235
"Donnellson",92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6,"Whisky",8717,441
"Donnellson",92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6,"Misc",1392,58
"Donnellson",92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6,"Distilled Spirits",113,3
"Donnellson",92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6,"Brandy",224,18
"Donnellson",92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6,"Gin",113,9
"Donnellson",92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6,"Tequila",596,30
"Donnellson",92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6,"Amaretto",12,2
"Donnellson",92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6,"Vodka",4861,485
"Donnellson",92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6,"Schnapps",861,53
"Doon",86.2,9.3,8.1,30500,632,619,0,0,3,0,7,3,NA,NA,NA
"Douds",100,20.8,0,26094,86,86,0,0,0,0,0,0,NA,NA,NA
"Dougherty",91.1,42.2,7.1,21750,64,64,0,0,0,0,0,0,NA,NA,NA
"Dow City",87.4,6.6,6.2,19211,463,432,0,0,0,22,7,2,NA,NA,NA
"Dows",91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10,"Misc",634,36
"Dows",91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10,"Tequila",1166,58
"Dows",91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10,"Brandy",133,9
"Dows",91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10,"Vodka",5037,615
"Dows",91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10,"Distilled Spirits",159,7
"Dows",91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10,"Amaretto",12,2
"Dows",91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10,"Whisky",9896,760
"Dows",91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10,"Rum",2401,152
"Dows",91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10,"Gin",85,8
"Dows",91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10,"Schnapps",413,29
"Drakesville",82.6,10.1,4.8,21042,172,172,0,0,0,0,0,0,NA,NA,NA
"Dubuque",91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554,"Amaretto",35977,3462
"Dubuque",91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554,"Distilled Spirits",54747,6468
"Dubuque",91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554,"Misc",644590,38046
"Dubuque",91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554,"Tequila",380356,21497
"Dubuque",91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554,"Schnapps",361064,24923
"Dubuque",91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554,"Vodka",1843016,156052
"Dubuque",91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554,"Brandy",393974,18611
"Dubuque",91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554,"Gin",204977,15545
"Dubuque",91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554,"Rum",1128547,78960
"Dubuque",91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554,"Whisky",2304543,140139
"Dumont",86.5,9,12.2,27232,708,699,0,0,0,0,0,9,NA,NA,NA
"Duncan",65.6,20.8,24.4,NA,96,74,11,0,0,0,0,11,NA,NA,NA
"Duncombe",88.1,7.3,4.9,27188,313,313,0,0,0,0,0,0,NA,NA,NA
"Dundee",92.7,6.5,2.7,28750,204,204,0,0,0,0,0,0,NA,NA,NA
"Dunkerton",93.8,16,4.6,32727,895,864,22,0,0,0,0,9,NA,NA,NA
"Dunlap",84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9,"Whisky",59008,3522
"Dunlap",84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9,"Vodka",15547,1416
"Dunlap",84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9,"Tequila",5905,531
"Dunlap",84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9,"Rum",18328,1170
"Dunlap",84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9,"Amaretto",556,63
"Dunlap",84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9,"Misc",12306,684
"Dunlap",84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9,"Schnapps",8158,658
"Dunlap",84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9,"Brandy",1487,130
"Dunlap",84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9,"Gin",1493,102
"Dunlap",84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9,"Distilled Spirits",799,56
"Durango",86.7,0,0,NA,17,15,2,0,0,0,0,0,NA,NA,NA
"Durant",93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43,"Tequila",1470,118
"Durant",93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43,"Brandy",1357,125
"Durant",93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43,"Whisky",29466,2256
"Durant",93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43,"Distilled Spirits",298,14
"Durant",93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43,"Amaretto",627,67
"Durant",93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43,"Rum",10763,760
"Durant",93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43,"Vodka",16521,1806
"Durant",93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43,"Gin",1437,174
"Durant",93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43,"Schnapps",3740,329
"Durant",93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43,"Misc",3782,299
"Dyersville",90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0,"Whisky",226983,19930
"Dyersville",90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0,"Vodka",70304,7516
"Dyersville",90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0,"Gin",6419,635
"Dyersville",90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0,"Schnapps",25335,2301
"Dyersville",90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0,"Misc",32938,2589
"Dyersville",90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0,"Distilled Spirits",948,60
"Dyersville",90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0,"Amaretto",1601,194
"Dyersville",90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0,"Rum",62206,4476
"Dyersville",90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0,"Tequila",9548,702
"Dyersville",90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0,"Brandy",6490,542
"Dysart",94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14,"Misc",3001,217
"Dysart",94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14,"Rum",5589,361
"Dysart",94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14,"Vodka",8704,934
"Dysart",94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14,"Schnapps",3193,193
"Dysart",94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14,"Tequila",748,63
"Dysart",94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14,"Whisky",13978,904
"Dysart",94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14,"Gin",616,55
"Dysart",94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14,"Distilled Spirits",322,14
"Dysart",94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14,"Brandy",2018,171
"Dysart",94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14,"Amaretto",241,24
"Eagle Grove",86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47,"Rum",31046,2277
"Eagle Grove",86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47,"Misc",18394,1020
"Eagle Grove",86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47,"Amaretto",644,66
"Eagle Grove",86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47,"Vodka",52418,5315
"Eagle Grove",86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47,"Brandy",4119,314
"Eagle Grove",86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47,"Distilled Spirits",390,18
"Eagle Grove",86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47,"Gin",4549,407
"Eagle Grove",86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47,"Whisky",117065,9435
"Eagle Grove",86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47,"Tequila",11766,660
"Eagle Grove",86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47,"Schnapps",8813,659
"Earlham",97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0,"Whisky",6909,411
"Earlham",97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0,"Rum",4242,266
"Earlham",97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0,"Distilled Spirits",192,9
"Earlham",97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0,"Brandy",102,5
"Earlham",97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0,"Vodka",5622,683
"Earlham",97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0,"Schnapps",239,18
"Earlham",97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0,"Amaretto",1,0
"Earlham",97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0,"Misc",1438,71
"Earlham",97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0,"Gin",183,10
"Earlham",97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0,"Tequila",439,23
"Earling",89.3,19.5,0.5,27500,443,431,0,9,0,0,0,3,NA,NA,NA
"Earlville",90,9.8,2,31033,835,791,3,0,19,0,10,12,NA,NA,NA
"Early",95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13,"Whisky",8240,497
"Early",95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13,"Vodka",3821,486
"Early",95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13,"Tequila",2673,118
"Early",95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13,"Rum",3153,215
"Early",95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13,"Misc",763,34
"Early",95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13,"Distilled Spirits",76,2
"Early",95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13,"Gin",146,11
"Early",95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13,"Schnapps",367,26
"Early",95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13,"Brandy",162,12
"Early",95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13,"Amaretto",50,8
"East Amana",76.7,56.7,0,8594,40,40,0,0,0,0,0,0,NA,NA,NA
"East Peru",85.3,5.3,9.3,21667,98,98,0,0,0,0,0,0,NA,NA,NA
"Eddyville",98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50,"Schnapps",1893,124
"Eddyville",98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50,"Rum",3001,190
"Eddyville",98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50,"Gin",112,8
"Eddyville",98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50,"Whisky",13896,928
"Eddyville",98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50,"Vodka",7199,645
"Eddyville",98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50,"Tequila",454,24
"Eddyville",98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50,"Amaretto",48,4
"Eddyville",98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50,"Brandy",1713,160
"Eddyville",98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50,"Distilled Spirits",487,23
"Eddyville",98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50,"Misc",1227,56
"Edgewood",91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9,"Schnapps",4501,334
"Edgewood",91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9,"Rum",6838,478
"Edgewood",91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9,"Tequila",667,52
"Edgewood",91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9,"Whisky",21925,1759
"Edgewood",91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9,"Misc",2265,144
"Edgewood",91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9,"Brandy",272,27
"Edgewood",91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9,"Amaretto",75,12
"Edgewood",91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9,"Vodka",5921,690
"Edgewood",91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9,"Gin",729,82
"Elberon",87.9,1.4,3.1,30341,193,193,0,0,0,0,0,0,NA,NA,NA
"Eldon",83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0,"Whisky",9611,743
"Eldon",83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0,"Distilled Spirits",51,2
"Eldon",83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0,"Amaretto",17,1
"Eldon",83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0,"Schnapps",2119,122
"Eldon",83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0,"Brandy",24,1
"Eldon",83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0,"Vodka",2290,217
"Eldon",83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0,"Misc",673,43
"Eldon",83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0,"Gin",104,4
"Eldon",83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0,"Tequila",463,29
"Eldon",83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0,"Rum",2494,153
"Eldora",92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91,"Rum",32957,2353
"Eldora",92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91,"Whisky",108891,8188
"Eldora",92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91,"Distilled Spirits",397,33
"Eldora",92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91,"Misc",12857,836
"Eldora",92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91,"Gin",6638,602
"Eldora",92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91,"Vodka",63218,7421
"Eldora",92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91,"Tequila",5730,417
"Eldora",92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91,"Amaretto",1200,146
"Eldora",92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91,"Schnapps",8022,646
"Eldora",92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91,"Brandy",6333,571
"Eldridge",96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87,"Vodka",106942,10365
"Eldridge",96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87,"Tequila",17674,1195
"Eldridge",96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87,"Misc",37114,2350
"Eldridge",96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87,"Whisky",145268,9989
"Eldridge",96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87,"Amaretto",922,83
"Eldridge",96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87,"Distilled Spirits",3504,180
"Eldridge",96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87,"Rum",75788,5347
"Eldridge",96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87,"Gin",12162,1118
"Eldridge",96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87,"Brandy",11163,667
"Eldridge",96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87,"Schnapps",14433,1114
"Elgin",96.3,19.3,6.9,24896,737,719,6,0,5,0,0,7,NA,NA,NA
"Elk Horn",90.3,14.4,5.7,35066,532,532,0,0,0,0,0,0,NA,NA,NA
"Elk Run Heights",85.8,11.1,4.1,36515,1006,958,0,7,0,0,21,20,NA,NA,NA
"Elkader",92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6,"Whisky",18848,1259
"Elkader",92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6,"Amaretto",292,40
"Elkader",92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6,"Tequila",976,38
"Elkader",92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6,"Distilled Spirits",227,10
"Elkader",92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6,"Schnapps",3384,240
"Elkader",92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6,"Brandy",558,53
"Elkader",92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6,"Rum",6303,406
"Elkader",92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6,"Misc",3659,230
"Elkader",92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6,"Gin",985,62
"Elkader",92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6,"Vodka",7862,779
"Elkhart",93.5,20.3,5.1,39044,815,765,16,1,0,0,3,30,NA,NA,NA
"Elkport",50,0,33.3,18194,25,25,0,0,0,0,0,0,NA,NA,NA
"Elliott",82.4,8.7,8.7,30368,472,466,0,0,0,0,0,6,NA,NA,NA
"Ellston",100,17.9,0,NA,36,36,0,0,0,0,0,0,NA,NA,NA
"Ellsworth",95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8,"Whisky",22435,1743
"Ellsworth",95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8,"Vodka",13716,1203
"Ellsworth",95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8,"Gin",519,38
"Ellsworth",95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8,"Schnapps",1318,115
"Ellsworth",95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8,"Misc",2087,89
"Ellsworth",95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8,"Tequila",1125,46
"Ellsworth",95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8,"Brandy",1111,85
"Ellsworth",95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8,"Rum",8377,589
"Elma",92.3,12,0.8,30819,562,560,0,0,0,0,0,2,"Tequila",1577,117
"Elma",92.3,12,0.8,30819,562,560,0,0,0,0,0,2,"Schnapps",9261,830
"Elma",92.3,12,0.8,30819,562,560,0,0,0,0,0,2,"Amaretto",142,20
"Elma",92.3,12,0.8,30819,562,560,0,0,0,0,0,2,"Distilled Spirits",440,21
"Elma",92.3,12,0.8,30819,562,560,0,0,0,0,0,2,"Misc",4635,237
"Elma",92.3,12,0.8,30819,562,560,0,0,0,0,0,2,"Brandy",4462,409
"Elma",92.3,12,0.8,30819,562,560,0,0,0,0,0,2,"Gin",329,30
"Elma",92.3,12,0.8,30819,562,560,0,0,0,0,0,2,"Whisky",23991,1803
"Elma",92.3,12,0.8,30819,562,560,0,0,0,0,0,2,"Vodka",13836,1433
"Elma",92.3,12,0.8,30819,562,560,0,0,0,0,0,2,"Rum",16815,1082
"Ely",97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64,"Whisky",13298,772
"Ely",97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64,"Misc",877,35
"Ely",97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64,"Tequila",791,40
"Ely",97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64,"Rum",5627,359
"Ely",97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64,"Distilled Spirits",281,13
"Ely",97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64,"Gin",157,10
"Ely",97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64,"Amaretto",6,1
"Ely",97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64,"Brandy",372,18
"Ely",97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64,"Vodka",9019,924
"Ely",97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64,"Schnapps",219,19
"Emerson",94.5,10.9,5.3,27083,525,487,23,1,9,0,0,5,NA,NA,NA
"Emmetsburg",94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33,"Misc",44007,2420
"Emmetsburg",94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33,"Whisky",249916,18959
"Emmetsburg",94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33,"Gin",9554,797
"Emmetsburg",94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33,"Schnapps",29145,2361
"Emmetsburg",94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33,"Rum",89959,6395
"Emmetsburg",94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33,"Vodka",85651,8801
"Emmetsburg",94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33,"Tequila",17839,1010
"Emmetsburg",94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33,"Amaretto",2275,314
"Emmetsburg",94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33,"Distilled Spirits",3524,305
"Emmetsburg",94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33,"Brandy",12300,1043
"Epworth",96.7,29.2,3.4,32059,2068,2019,0,0,0,0,0,49,NA,NA,NA
"Essex",91.6,14.4,7.1,29931,859,822,0,9,0,0,0,28,NA,NA,NA
"Estherville",88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,"Misc",46289,2826
"Estherville",88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,"Rum",113016,8278
"Estherville",88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,"Schnapps",24879,1933
"Estherville",88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,"Brandy",10941,769
"Estherville",88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,"Gin",7734,768
"Estherville",88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,"Distilled Spirits",3402,151
"Estherville",88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,"Whisky",211886,15471
"Estherville",88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,"Vodka",117535,12985
"Estherville",88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,"Amaretto",2165,247
"Estherville",88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,"Tequila",25339,1412
"Evansdale",90.2,10.5,4.5,22088,4794,4461,0,18,0,0,14,301,"Gin",14284,1126
"Evansdale",90.2,10.5,4.5,22088,4794,4461,0,18,0,0,14,301,"Vodka",120514,12023
"Evansdale",90.2,10.5,4.5,22088,4794,4461,0,18,0,0,14,301,"Whisky",168076,11735
"Evansdale",90.2,10.5,4.5,22088,4794,4461,0,18,0,0,14,301,"Brandy",46899,2323
"Evansdale",90.2,10.5,4.5,22088,4794,4461,0,18,0,0,14,301,"Amaretto",1243,158
"Evansdale",90.2,10.5,4.5,22088,4794,4461,0,18,0,0,14,301,"Rum",80461,5561
"Evansdale",90.2,10.5,4.5,22088,4794,4461,0,18,0,0,14,301,"Schnapps",29193,2230
"Evansdale",90.2,10.5,4.5,22088,4794,4461,0,18,0,0,14,301,"Tequila",34407,1960
"Evansdale",90.2,10.5,4.5,22088,4794,4461,0,18,0,0,14,301,"Distilled Spirits",2781,135
"Evansdale",90.2,10.5,4.5,22088,4794,4461,0,18,0,0,14,301,"Misc",35901,2114
"Everly",89.2,12.3,5.6,24632,624,621,0,0,0,0,1,2,"Whisky",4684,369
"Everly",89.2,12.3,5.6,24632,624,621,0,0,0,0,1,2,"Brandy",55,6
"Everly",89.2,12.3,5.6,24632,624,621,0,0,0,0,1,2,"Vodka",1106,148
"Everly",89.2,12.3,5.6,24632,624,621,0,0,0,0,1,2,"Misc",273,12
"Everly",89.2,12.3,5.6,24632,624,621,0,0,0,0,1,2,"Gin",18,3
"Everly",89.2,12.3,5.6,24632,624,621,0,0,0,0,1,2,"Rum",1496,101
"Everly",89.2,12.3,5.6,24632,624,621,0,0,0,0,1,2,"Amaretto",47,8
"Everly",89.2,12.3,5.6,24632,624,621,0,0,0,0,1,2,"Tequila",149,12
"Everly",89.2,12.3,5.6,24632,624,621,0,0,0,0,1,2,"Schnapps",179,15
"Exira",86.6,8.1,5.9,26767,881,860,11,0,0,0,0,10,"Gin",135,9
"Exira",86.6,8.1,5.9,26767,881,860,11,0,0,0,0,10,"Amaretto",18,3
"Exira",86.6,8.1,5.9,26767,881,860,11,0,0,0,0,10,"Misc",1975,79
